end_equity,compounded_return_pct,weeks,mean_week_pct,median_week_pct,weeks_ge5,weeks_ge10,max_weekly_dd_pct,executed_trades,wins,losses,flat,nonflat_win_rate,fresh_return_pct,fresh_max_dd_pct,assets_with_selected,beats_or_matches_return_baseline,fresh_not_regressed,losses_improved,drawdown_improved,promotion_eligible,variant,strict_nonregression,promotion_allowed,mre_trades,mre_wins,mre_losses,mre_net_pnl,mre_nonflat_win_rate,mre_avg_win_usd,mre_avg_loss_usd,mre_payoff_ratio,mre_avg_giveback_r
307.0137114842759,207.01371148427592,11,10.82347872334601,12.90612214153728,8,8,-4.883182530232766,1510,638,386,486,0.623046875,7.503151735714009,-0.9197729922485243,33,True,False,False,True,False,mre_early_partial,False,False,217,146,71,15.145141172499855,0.6728110599078341,0.30565262265900606,-0.4152132638833102,0.736134052656144,0.6152383116101541
298.2754897737247,198.2754897737247,11,10.530674804524189,12.660097704174799,8,7,-4.553898346598051,1408,611,356,441,0.6318510858324715,6.832866324999731,-0.9639418032017844,33,True,False,True,True,False,mre_combined,False,False,220,147,73,15.756575356234405,0.6681818181818182,0.3242083547508725,-0.43701442181018996,0.7418710655084217,0.5760688162277695
276.1162451068091,176.1162451068091,11,9.83258611023747,12.505470338277803,8,7,-7.280979015347134,1449,603,392,454,0.6060301507537689,4.275618094285671,-1.1233493449477994,33,True,False,False,False,False,mre_profit_lock,False,False,255,152,103,9.343401923338169,0.596078431372549,0.33381129924189307,-0.4019020928294133,0.8305786538503513,0.6133520147766873
254.4465598357797,154.44655983577974,11,9.004861168026705,10.760554729262605,8,6,-7.083721208160998,1393,545,374,474,0.5930359085963003,7.826996335713843,-0.9205380450303946,33,True,True,False,False,False,baseline,True,False,148,90,58,-7.256804606190725,0.6081081081081081,0.19532551629629735,-0.4282086391871981,0.4561456692397739,0.6860949993619899
253.1551636282682,153.1551636282682,11,8.969033741093952,8.766621071810853,7,5,-6.255205856309976,1398,573,373,452,0.6057082452431289,4.834608494642656,-1.1624931381363002,33,False,False,True,True,False,mre_short_horizon,False,False,210,135,75,10.527087764942312,0.6428571428571429,0.33448163990962987,-0.461705781638103,0.7244475880785164,0.7053625454638712
