end_equity,compounded_return_pct,weeks,mean_week_pct,median_week_pct,weeks_ge5,weeks_ge10,max_weekly_dd_pct,executed_trades,wins,losses,flat,nonflat_win_rate,fresh_return_pct,fresh_max_dd_pct,assets_with_selected,beats_or_matches_return_baseline,fresh_not_regressed,losses_improved,drawdown_improved,promotion_eligible,variant,profit_factor,xau_selected,xau_executed,xau_net_pnl,xau_lots,strict_nonregression,promotion_allowed
229.68597365939704,129.68597365939704,11,7.99457353483391,8.764053003058802,7,5,-7.285236225253189,1232,475,345,412,0.5792682926829268,7.826996335713843,-0.9205380450303946,34,False,True,True,False,False,baseline_logic_hfm_cent_xau,1.7904960218386796,12,12,0.12685870214286904,1.6900000000000002,False,False
332.0397281497247,232.03972814972468,11,11.575317726087707,12.49921336356319,10,9,-4.637645574907678,1109,450,234,425,0.6578947368421053,7.261646557142409,-0.5196525640746019,33,True,False,True,True,False,hierarchical_gate_hfm_cent_xau,2.99460635192283,9,9,0.0687383999999715,1.76,False,False
