rule_rank,scope_type,scope_value,feature1,dir1,threshold1,feature2,dir2,threshold2,discovery_n,discovery_wins,discovery_losses,discovery_flats,discovery_win_rate_all,discovery_mean_net_pnl,discovery_total_net_pnl,validation_n,validation_wins,validation_losses,validation_flats,validation_win_rate_all,validation_mean_net_pnl,validation_total_net_pnl,fresh_n,fresh_wins,fresh_losses,fresh_flats,fresh_win_rate_all,fresh_mean_net_pnl,fresh_total_net_pnl
0,STRATEGY_FAMILY,MEAN_REVERSION,reliability_asset_strategy_mean_r,le,0.2735179291978221,reliability_score,ge,0.1491441678623905,30,21,9,0,0.7,0.07581418223808943,2.274425467142683,17,16,1,0,0.9411764705882353,0.494848230504186,8.412419918571162,2,2,0,0,1.0,0.42483707142854915,0.8496741428570983
