direction,trades,wins,losses,flat,net_pnl,gross_win_pnl,gross_loss_pnl,nonflat_win_rate,avg_win_pnl,avg_loss_pnl,profit_factor,avg_net_r,avg_mfe_r,avg_mae_r,avg_giveback_r,cost_r_sum
1,628,254,142,232,88.71461225536183,158.433314962505,-69.7187027071432,0.6414141414141414,0.6237532085137992,-0.490976779627769,2.2724650461155576,0.2692491378681971,1.3198757622268507,0.6579652946474308,0.8308084002371996,0.0
-1,474,192,89,193,148.29764622936324,196.36864972757655,-48.0710034982133,0.6832740213523132,1.0227533839977945,-0.5401236348113854,4.084970885512618,0.47449646599247547,1.494774307226952,0.6087280936189509,0.8351330793120637,0.0
