behavior,kind,activate_mfe_r,parameter_r,bars,gate_metric,gate_direction,gate_threshold,applications_pre_fresh,discovery_pass,validation_pass,disc_n,disc_delta_usd,disc_wins,disc_losses,disc_flats,disc_flat_to_profit,disc_flat_to_loss,disc_losses_improved,disc_loss_to_nonloss,disc_winners_harmed,disc_winner_to_loss,valid_n,valid_delta_usd,valid_wins,valid_losses,valid_flats,valid_flat_to_profit,valid_flat_to_loss,valid_losses_improved,valid_loss_to_nonloss,valid_winners_harmed,valid_winner_to_loss,joint_pass,repair_score
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_strategy_mean_r,le,0.10973021099308534,36,False,True,823,-1.1210901999922975,340,162,321,5,1,10,8,10,2,237,1.6629415699996046,107,55,75,3,0,5,5,2,0,False,59.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,trailing_win_rate,le,0.4868421052631579,50,False,True,823,-2.787496434286198,353,158,312,15,0,9,9,14,0,237,1.0088902142860001,109,57,71,7,0,3,3,2,0,False,59.0
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_expected_r,le,0.09587491488518873,71,False,False,823,-1.4464148567703217,362,158,303,23,1,14,11,19,1,237,-2.8340334230716335,108,58,71,7,0,2,2,4,0,False,59.0
lock_a0.50_f0.05,lock,0.5,0.05,1,trailing_giveback,ge,0.8494403079273415,67,False,False,823,-8.135421249339439,356,159,308,18,1,11,10,25,1,237,-0.6731371375001798,104,57,76,2,0,5,4,5,1,False,58.75
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_strategy_mean_r,le,0.10973021099308534,42,False,False,823,-1.8225528855180226,342,162,319,7,1,10,8,13,2,237,-1.8057981910728276,107,55,75,3,0,5,5,3,0,False,58.75
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_score,le,0.017944480852766842,53,False,True,823,1.0605114887647173,358,157,308,17,2,16,13,10,1,237,0.344269498571152,105,58,74,4,0,2,2,2,0,False,58.5
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_expected_r,le,0.09587491488518873,73,False,False,823,-1.3308130709325596,362,158,303,23,1,14,11,20,1,237,-2.510148754571296,108,58,71,7,0,2,2,4,0,False,58.5
lock_a0.50_f0.02,lock,0.5,0.02,1,stability,ge,0.14975745898888393,61,False,False,823,-11.770893078571579,344,166,313,12,2,7,6,25,3,237,-2.852417957141178,104,57,76,1,1,7,6,6,2,False,58.5
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_asset_strategy_mean_r,ge,0.1569651527438252,82,False,False,823,-14.152515760714186,355,166,302,22,3,7,7,33,3,237,-6.546162535713977,104,58,75,2,1,6,5,8,2,False,58.5
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_expected_r,ge,0.07339858947124882,93,False,False,823,-16.073261300001505,357,166,300,24,3,9,7,37,3,237,-7.393170935713949,105,58,74,3,1,6,5,10,2,False,58.5
lock_a0.50_f0.02,lock,0.5,0.02,1,trailing_giveback,ge,0.8494403079273415,58,False,False,823,-6.5324963477363305,354,159,310,16,1,11,10,19,1,237,-0.8576069371426418,103,57,77,1,0,5,4,5,1,False,58.25
lock_a0.50_f0.20,lock,0.5,0.2,1,expected_r,le,0.161674278018405,74,False,False,823,-1.8699395137895993,363,160,300,25,2,13,10,19,1,237,-1.3869922152855179,108,58,71,7,0,2,2,5,0,False,58.25
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_expected_r,ge,0.07339858947124882,71,False,False,823,-11.454053887856887,349,166,308,16,3,9,7,26,3,237,-3.4733025585698662,105,58,74,3,1,6,5,7,2,False,58.25
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_win,le,0.311195133979944,47,False,True,823,-3.8651892200010907,353,159,311,16,0,8,8,14,0,237,1.368027714286041,108,57,72,6,0,3,3,0,0,False,58.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_asset_strategy_mean_r,le,0.41417781315300256,47,False,True,823,-1.388103255714897,351,158,314,13,0,9,9,12,0,237,1.0095330714287862,109,57,71,7,0,3,3,2,0,False,58.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,trailing_win_rate,le,0.4057971014492754,45,False,True,823,-1.9602375057145722,352,158,313,14,0,9,9,11,0,237,0.7188902142860321,108,57,72,6,0,3,3,2,0,False,58.0
lock_a0.50_f0.02,lock,0.5,0.02,1,rank_score,le,0.4137125336302984,50,False,True,823,-1.2656389376645372,354,161,308,16,3,13,10,10,1,237,0.7089005899996461,105,57,75,3,0,3,3,2,0,False,58.0
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_expected_r,le,0.11973611964320728,77,False,False,823,-4.499800973679978,363,159,301,24,2,15,11,23,1,237,-0.35466408246475245,108,58,71,7,0,2,2,4,0,False,58.0
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_strategy_win,le,0.30622738525995047,56,False,False,823,-3.152048731303364,356,157,310,15,2,16,14,14,2,237,-2.5606381910725324,106,58,73,5,0,2,2,2,0,False,58.0
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_score,ge,-0.019076476753512116,82,False,False,823,-15.509431185714213,352,167,304,20,3,7,6,36,3,237,-6.295575071427429,103,57,77,0,1,7,6,8,2,False,58.0
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_expected_r,ge,0.09587491488518873,90,False,False,823,-14.181065507141698,357,167,299,25,3,7,6,36,3,237,-6.563350733926331,104,58,75,2,1,6,5,8,2,False,58.0
lock_a0.50_f0.15,lock,0.5,0.15,1,stability,le,0.14975745898888393,76,False,False,823,-0.887695658555173,366,159,298,26,3,15,12,20,1,237,-0.21301766592879634,108,59,70,8,0,1,1,3,0,False,57.75
lock_a0.50_f0.05,lock,0.5,0.05,1,rank_score,le,0.4137125336302984,57,False,False,823,-1.7728297330897047,355,161,307,17,3,13,10,14,1,237,-2.72145456964416,106,57,74,4,0,3,3,3,0,False,57.75
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_win,ge,0.28630674256749367,69,False,False,823,-10.92434086000025,351,162,310,15,2,10,9,27,2,237,-4.415328837141128,103,58,76,1,1,6,5,7,2,False,57.75
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_expected_r,ge,0.07339858947124882,117,False,False,823,-17.353791701430428,364,166,293,31,3,9,7,48,3,237,-11.643920246428266,105,58,74,3,1,6,5,13,2,False,57.75
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_win,le,0.3100295778435063,42,False,True,823,-3.5092017200011156,351,159,313,14,0,8,8,11,0,237,1.368027714286041,108,57,72,6,0,3,3,0,0,False,57.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,rank_score,le,0.5719960562151344,51,False,True,823,-2.7183993985718544,352,158,313,14,0,9,9,15,0,237,1.0095330714287862,109,57,71,7,0,3,3,2,0,False,57.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,trailing_giveback,le,0.8967585507542115,51,False,True,823,-2.7614118985718736,352,158,313,14,0,9,9,15,0,237,1.0095330714287862,109,57,71,7,0,3,3,2,0,False,57.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_score,le,0.18421042163583867,44,False,True,823,-1.5857105771432214,350,158,315,12,0,9,9,11,0,237,1.0088902142860001,109,57,71,7,0,3,3,2,0,False,57.5
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_expected_r,ge,0.07339858947124882,81,False,False,823,-13.15022527499871,352,166,305,19,3,9,7,32,3,237,-6.892371191071302,105,58,74,3,1,6,5,8,2,False,57.5
lock_a0.50_f0.15,lock,0.5,0.15,1,expected_r,ge,0.161674278018405,90,False,False,823,-13.701969326785013,356,165,302,23,2,8,7,37,3,237,-8.866551866069171,104,58,75,2,1,6,5,8,2,False,57.5
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_strategy_win,le,0.30622738525995047,48,False,True,823,-2.1259320905209784,354,157,312,13,2,16,14,10,2,237,0.8820392842854412,105,58,74,4,0,2,2,1,0,False,57.25
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_asset_strategy_win,ge,0.30492914979757085,69,False,False,823,-12.082267397143688,350,162,311,15,1,10,9,28,3,237,-4.415328837141128,103,58,76,1,1,6,5,7,2,False,57.25
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_asset_strategy_win,le,0.30492914979757085,70,False,False,823,-1.4202416406979843,361,163,299,25,3,11,8,16,1,237,-5.1285894230718565,109,58,70,8,0,2,2,5,0,False,57.25
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_score,ge,-0.019076476753512116,72,False,False,823,-13.6408283607132,348,167,308,16,3,7,6,31,3,237,-6.086045035713935,103,57,77,0,1,7,6,7,2,False,57.25
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_asset_strategy_mean_r,ge,0.1569651527438252,73,False,False,823,-12.357897041070231,351,166,306,18,3,7,7,29,3,237,-6.393161982142724,104,58,75,2,1,6,5,7,2,False,57.25
close_a0.50_r0.20_1b,close,0.5,0.2,1,stability,le,0.44472442584298566,50,False,True,823,-2.7404118985719688,353,158,312,15,0,9,9,15,0,237,0.7188902142860321,108,57,72,6,0,3,3,2,0,False,57.0
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_score,ge,-0.019076476753512116,64,False,False,823,-12.452531807856907,345,167,311,13,3,7,6,27,3,237,-2.5892976571410955,103,57,77,0,1,7,6,6,2,False,57.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_expected_r,le,0.24513895111390224,47,False,True,823,-2.838174684286499,350,158,315,12,0,9,9,13,0,237,1.0095330714287862,109,57,71,7,0,3,3,2,0,False,56.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,expected_r,le,0.45361065785615307,49,False,True,823,-2.748399398571827,351,158,314,13,0,9,9,15,0,237,1.0088902142860001,109,57,71,7,0,3,3,2,0,False,56.5
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_asset_strategy_mean_r,ge,0.1569651527438252,63,False,False,823,-11.130720754285502,347,166,310,14,3,7,7,24,3,237,-2.9303322928554816,104,58,75,2,1,6,5,6,2,False,56.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,stability,le,0.33721788339599695,44,False,True,823,-2.141405184286017,351,159,313,14,0,8,8,12,0,237,0.8580277142860503,108,57,72,6,0,3,3,1,0,False,56.25
lock_a0.50_f0.05,lock,0.5,0.05,1,trailing_giveback,ge,0.8576054056457244,59,False,False,823,-6.85824178505388,353,159,311,16,0,9,9,22,1,237,-0.6731371375001798,104,57,76,2,0,5,4,5,1,False,56.25
lock_a0.50_f0.05,lock,0.5,0.05,1,quality,ge,0.7296018613408477,77,False,False,823,-12.249340333088538,358,162,303,21,3,12,11,30,3,237,-2.192725085712479,104,59,74,3,1,4,3,3,1,False,56.25
lock_a0.50_f0.02,lock,0.5,0.02,1,stability,le,0.19671842966445863,54,False,False,823,-0.3729829805206941,357,159,307,17,3,15,12,11,1,237,-0.5678720585716994,105,58,74,4,0,2,2,2,0,False,56.0
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_expected_r,le,0.07339858947124882,58,False,True,823,-0.4601046709296851,357,159,307,19,1,12,10,15,1,237,0.8868220668574577,107,58,72,6,0,2,2,1,0,False,55.75
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_expected_r,le,0.07339858947124882,57,False,True,823,-0.5733206996252836,357,159,307,19,1,12,10,15,1,237,0.6571331572856797,107,58,72,6,0,2,2,1,0,False,55.75
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_asset_strategy_mean_r,le,0.1973429665689098,76,False,False,823,-3.513218055822735,361,160,302,22,3,15,11,22,1,237,-3.93985122532249,108,58,71,7,0,2,2,5,0,False,55.75
lock_a0.50_f0.05,lock,0.5,0.05,1,stability,le,0.19671842966445863,61,False,False,823,-0.8042348402317643,358,159,306,18,3,15,12,15,1,237,-4.026531905358434,106,58,73,5,0,2,2,3,0,False,55.75
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_win,le,0.34629591770185414,42,False,True,823,-2.1264375057145664,350,159,314,13,0,8,8,10,0,237,0.7188902142860321,108,57,72,6,0,3,3,2,0,False,55.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_asset_strategy_win,le,0.40072083424055294,42,False,True,823,-2.1264375057145664,350,159,314,13,0,8,8,10,0,237,0.7188902142860321,108,57,72,6,0,3,3,2,0,False,55.5
lock_a0.50_f0.20,lock,0.5,0.2,1,stability,le,0.14975745898888393,81,False,False,823,-1.105316485217734,366,159,298,26,3,15,12,23,1,237,-1.0826727152855078,108,59,70,8,0,1,1,4,0,False,55.5
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_win,le,0.29776452395286457,71,False,False,823,-5.397103477250743,359,162,302,22,3,13,10,20,2,237,-2.941383439608205,108,58,71,7,0,2,2,4,0,False,55.5
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_strategy_mean_r,ge,0.10973021099308534,106,False,False,823,-15.874383552001412,372,162,289,35,3,12,10,41,2,237,-4.294746938426776,104,61,72,5,1,3,2,6,2,False,55.5
lock_a0.50_f0.02,lock,0.5,0.02,1,trailing_giveback,ge,0.8576054056457244,51,False,False,823,-5.248914840593477,351,159,313,14,0,9,9,17,1,237,-0.8576069371426418,103,57,77,1,0,5,4,5,1,False,55.25
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_asset_strategy_win,le,0.30492914979757085,74,False,False,823,-1.8590300566461575,361,163,299,25,3,11,8,20,1,237,-4.620846040287268,109,58,70,8,0,2,2,5,0,False,55.25
lock_a0.50_f0.20,lock,0.5,0.2,1,expected_r,ge,0.161674278018405,101,False,False,823,-15.943956858570514,358,165,300,25,2,8,7,44,3,237,-9.37010596428529,104,58,75,2,1,6,5,9,2,False,55.25
close_a0.50_r0.20_1b,close,0.5,0.2,1,expected_r,le,0.4014021000815497,45,False,True,823,-2.046540470000296,350,158,315,12,0,9,9,13,0,237,0.7188902142860321,108,57,72,6,0,3,3,2,0,False,55.0
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_expected_r,ge,0.09587491488518873,102,False,False,823,-16.483083301427556,359,167,297,27,3,7,6,43,3,237,-8.246949424999514,104,58,75,2,1,6,5,10,2,False,55.0
lock_a0.50_f0.02,lock,0.5,0.02,1,quality,ge,0.7296018613408477,67,False,False,823,-11.34649630194988,355,162,306,18,3,12,11,24,3,237,-2.35349567714088,103,59,75,2,1,4,3,3,1,False,54.75
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_win,le,0.28630674256749367,68,False,False,823,-2.7436997906980403,358,163,302,23,2,11,8,17,2,237,-5.1285894230718565,109,58,70,8,0,2,2,5,0,False,54.75
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_strategy_win,le,0.3073463268365817,58,False,True,823,-8.179286413378344,355,158,310,14,3,16,14,18,2,237,0.8820392842854412,105,58,74,4,0,2,2,1,0,False,54.25
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_expected_r,le,0.11973611964320728,62,False,False,823,-1.0091377420185417,358,159,306,19,2,15,11,16,1,237,-0.4123154767861229,106,58,73,5,0,2,2,3,0,False,54.25
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_asset_strategy_mean_r,le,0.1569651527438252,71,False,False,823,-2.3939385728417326,359,159,305,21,1,14,10,19,1,237,-3.2244192820004,108,58,71,7,0,2,2,5,0,False,54.25
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_score,le,-0.019076476753512116,70,False,False,823,-1.0359895853417398,362,158,303,23,1,14,11,17,1,237,-3.4019302998574052,109,59,69,9,0,1,1,5,0,False,54.25
lock_a0.50_f0.05,lock,0.5,0.05,1,expected_r,ge,0.161674278018405,71,False,False,823,-12.413896669641845,348,165,310,15,2,8,7,30,3,237,-6.393161982142724,104,58,75,2,1,6,5,7,2,False,53.75
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_expected_r,ge,0.09587491488518873,81,False,False,823,-14.998511028571345,352,167,304,20,3,7,6,33,3,237,-6.997134542856822,104,58,75,2,1,6,5,9,2,False,53.75
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_strategy_win,le,0.3073463268365817,69,False,False,823,-9.622216452732012,357,158,308,16,3,16,14,25,2,237,-2.5606381910725324,106,58,73,5,0,2,2,2,0,False,53.5
lock_a0.50_f0.10,lock,0.5,0.1,1,expected_r,ge,0.161674278018405,80,False,False,823,-14.590206682143018,351,165,307,18,2,8,7,35,3,237,-6.546162535713977,104,58,75,2,1,6,5,8,2,False,53.5
lock_a0.50_f0.15,lock,0.5,0.15,1,trailing_giveback,le,0.8576054056457244,84,False,False,823,-8.03038050428484,359,166,298,25,4,12,8,26,3,237,-9.01561640178406,105,59,73,4,1,3,3,6,1,False,53.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,trailing_giveback,le,0.874697740561679,44,False,True,823,-2.4993443071431782,348,160,315,12,0,7,7,13,0,237,1.1486705714288044,109,57,71,7,0,3,3,1,0,False,53.25
lock_a0.50_f0.10,lock,0.5,0.1,1,expected_r,le,0.161674278018405,64,False,False,823,-3.468961520108482,359,160,304,21,2,13,10,18,1,237,-0.48930197532107256,106,58,73,5,0,2,2,3,0,False,53.25
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_score,le,-0.019076476753512116,72,False,False,823,-1.000883256646877,362,158,303,23,1,14,11,19,1,237,-2.942747679571683,109,59,69,9,0,1,1,5,0,False,53.25
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_expected_r,le,0.09587491488518873,63,False,False,823,-3.0606571736801547,358,158,307,19,1,14,11,20,1,237,-0.03832996817822709,106,58,73,5,0,2,2,2,0,False,53.0
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_strategy_win,le,0.2792262732483457,60,False,False,823,-1.558956748555701,359,161,303,23,1,9,9,13,2,237,-2.4306924159290224,109,59,69,9,0,1,1,4,0,False,53.0
lock_a0.50_f0.02,lock,0.5,0.02,1,expected_r,ge,0.161674278018405,61,False,False,823,-11.143479364285497,344,165,314,11,2,8,7,25,3,237,-2.9303322928554816,104,58,75,2,1,6,5,6,2,False,53.0
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_asset_strategy_mean_r,le,0.1569651527438252,75,False,False,823,-2.32667796521823,359,159,305,21,1,14,10,20,1,237,-4.005241679571391,108,58,71,7,0,2,2,6,0,False,53.0
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_win,le,0.3761738273374446,43,False,False,823,-3.2983031485724688,350,157,316,11,0,10,10,12,0,237,-0.43183321428561583,106,57,74,4,0,3,3,3,0,False,52.75
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_expected_r,le,0.11973611964320728,55,False,False,823,-0.5804249755218533,356,159,308,17,2,15,11,12,1,237,-0.6063149157145893,105,58,74,4,0,2,2,3,0,False,52.75
lock_a0.50_f0.05,lock,0.5,0.05,1,quality,ge,0.76,70,False,False,823,-9.866740379517093,355,162,306,18,3,12,11,27,3,237,-2.284160799998202,104,59,74,3,1,3,3,3,1,False,52.75
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_expected_r,ge,0.09587491488518873,63,False,False,823,-11.806178907856935,345,167,311,13,3,7,6,24,3,237,-3.4782421371412955,104,58,75,2,1,6,5,7,2,False,52.75
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_win,le,0.28630674256749367,72,False,False,823,-3.214049256646146,358,163,302,23,2,11,8,21,2,237,-4.620846040287268,109,58,70,8,0,2,2,5,0,False,52.75
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_strategy_win,le,0.2792262732483457,64,False,False,823,-1.024917033789325,360,161,302,24,1,9,9,16,2,237,-1.9627617867158293,109,59,69,9,0,1,1,4,0,False,52.5
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_asset_strategy_mean_r,ge,0.1973429665689098,74,False,False,823,-13.933908783927794,352,165,306,20,1,6,6,34,3,237,-2.8705138571405104,102,58,77,0,1,6,5,6,2,False,52.5
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_win,ge,0.29776452395286457,80,False,False,823,-12.4728650553571,353,163,307,19,1,8,7,36,2,237,-3.9154557142830635,102,58,77,0,1,6,5,6,2,False,52.5
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_expected_r,ge,0.09587491488518873,72,False,False,823,-13.102363860713197,348,167,308,16,3,7,6,29,3,237,-6.904720137499876,104,58,75,2,1,6,5,8,2,False,52.5
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_expected_r,ge,0.11973611964320728,75,False,False,823,-12.9209139392847,352,166,305,20,2,6,6,33,3,237,-6.39710028571231,102,58,77,0,1,6,5,7,2,False,52.25
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_strategy_win,le,0.311195133979944,39,False,True,823,-3.7531492200010597,349,159,315,12,0,8,8,12,0,237,1.0129157142860397,106,57,74,4,0,3,3,0,0,False,52.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,trailing_giveback,ge,0.8275796734142848,41,False,True,823,-2.632814934286886,348,160,315,12,0,7,7,11,0,237,0.7075187857143351,108,57,72,6,0,3,3,2,0,False,52.0
close_a0.50_r0.15_1b,close,0.5,0.15,1,trailing_win_rate,le,0.4057971014492754,37,False,True,823,-1.8481975057145408,348,158,317,10,0,9,9,9,0,237,0.36377821428603063,106,57,74,4,0,3,3,2,0,False,52.0
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_score,le,0.22156966219986063,39,False,True,823,-3.219627720000987,348,157,318,9,0,10,10,11,0,237,0.36377821428603063,106,57,74,4,0,3,3,2,0,False,52.0
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_win,le,0.29776452395286457,49,False,True,823,-0.8521547276636188,353,162,308,16,3,13,10,9,2,237,0.344269498571152,105,58,74,4,0,2,2,2,0,False,52.0
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_asset_strategy_win,le,0.459540486044784,43,False,False,823,-3.8473546485723684,350,158,315,12,0,9,9,12,0,237,-0.43183321428561583,106,57,74,4,0,3,3,3,0,False,51.75
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_asset_strategy_mean_r,le,0.1973429665689098,55,False,False,823,-0.8776864162356286,355,160,308,16,3,15,11,12,1,237,-0.6063149157145893,105,58,74,4,0,2,2,3,0,False,51.75
lock_a0.50_f0.02,lock,0.5,0.02,1,quality,ge,0.76,62,False,False,823,-9.10501198623518,353,162,308,16,3,12,11,22,3,237,-2.4449313914266027,103,59,75,2,1,3,3,3,1,False,51.75
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_win,le,0.29776452395286457,56,False,False,823,-1.3382739580889542,354,162,307,17,3,13,10,13,2,237,-3.0875626553582456,106,58,73,5,0,2,2,3,0,False,51.75
lock_a0.50_f0.15,lock,0.5,0.15,1,trailing_win_rate,le,0.30716723549488056,67,False,False,823,-0.18116123712646393,361,162,300,24,3,12,9,16,1,237,-3.3908173248574025,108,59,70,8,0,1,1,3,0,False,51.75
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_asset_strategy_mean_r,ge,0.1973429665689098,81,False,False,823,-14.804678064285042,354,165,304,22,1,6,6,38,3,237,-3.588360857140799,102,58,77,0,1,6,5,7,2,False,51.75
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_mean_r,le,0.1510826192894883,46,False,True,823,-3.90109789857241,349,160,314,13,0,7,7,14,0,237,0.7195330714288182,108,57,72,6,0,3,3,2,0,False,51.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,rank_score,le,0.5285471018002386,42,False,True,823,-2.337929755714515,348,160,315,12,0,7,7,12,0,237,0.7188902142860321,108,57,72,6,0,3,3,2,0,False,51.5
close_a0.50_r0.15_1b,close,0.5,0.15,1,trailing_win_rate,le,0.4868421052631579,41,False,True,823,-2.6754564342861666,349,158,316,11,0,9,9,12,0,237,0.36377821428603063,106,57,74,4,0,3,3,2,0,False,51.5
close_a0.50_r0.15_1b,close,0.5,0.15,1,ALL,all,,48,False,False,823,-3.335193612858178,351,157,315,12,0,10,10,15,0,237,-0.44119035714273536,106,57,74,4,0,3,3,4,0,False,51.5
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_asset_strategy_mean_r,le,0.1973429665689098,62,False,False,823,-1.3539331759466753,356,160,307,17,3,15,11,16,1,237,-4.0561033339298,106,58,73,5,0,2,2,4,0,False,51.5
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_strategy_mean_r,ge,0.10973021099308534,116,False,False,823,-18.034419572073798,373,162,288,36,3,12,10,48,2,237,-6.075138298855382,104,61,72,5,1,3,2,8,2,False,51.5
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_win,ge,0.29776452395286457,87,False,False,823,-13.320186472856852,354,163,306,20,1,8,7,39,2,237,-4.690554999997742,102,58,77,0,1,6,5,7,2,False,51.25
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_strategy_win,le,0.3100295778435063,35,False,True,823,-3.7181617200011106,347,159,317,10,0,8,8,10,0,237,1.0129157142860397,106,57,74,4,0,3,3,0,0,False,51.0
close_a0.50_r0.15_1b,close,0.5,0.15,1,stability,le,0.44472442584298566,42,False,True,823,-2.6283718985719378,349,158,316,11,0,9,9,13,0,237,0.36377821428603063,106,57,74,4,0,3,3,2,0,False,51.0
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_asset_strategy_mean_r,ge,0.1973429665689098,68,False,False,823,-14.545950146428765,349,165,309,17,1,6,6,31,3,237,-3.0956132857125587,102,58,77,0,1,6,5,6,2,False,51.0
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_asset_strategy_mean_r,le,0.11457466774677837,59,False,True,823,-3.0482418709324337,355,161,307,19,1,11,8,17,1,237,0.8868220668574577,107,58,72,6,0,2,2,1,0,False,50.75
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_asset_strategy_mean_r,le,0.11457466774677837,58,False,True,823,-3.1216308942701447,355,161,307,19,1,11,8,17,1,237,0.6571331572856797,107,58,72,6,0,2,2,1,0,False,50.75
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_asset_strategy_mean_r,ge,0.1973429665689098,60,False,False,823,-12.5628951982136,346,165,312,14,1,6,6,27,3,237,-2.7945144999987055,102,58,77,0,1,6,5,5,2,False,50.75
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_win,ge,0.29776452395286457,74,False,False,823,-13.038804725000475,351,163,309,17,1,8,7,34,2,237,-4.094081071426844,102,58,77,0,1,6,5,7,2,False,50.75
lock_a0.50_f0.20,lock,0.5,0.2,1,trailing_giveback,le,0.8576054056457244,94,False,False,823,-10.014985892857423,360,166,297,26,4,12,8,32,3,237,-9.785159392856608,105,59,73,4,1,3,3,7,1,False,50.75
lock_a0.50_f0.15,lock,0.5,0.15,1,stability,le,0.11245498270748465,58,False,True,823,0.19072359858994614,360,159,304,22,1,12,10,14,1,237,0.10327451442852625,106,59,72,6,0,1,1,2,0,False,50.5
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_strategy_mean_r,ge,0.11093802037669297,99,False,False,823,-14.301905125215761,367,163,293,31,3,11,9,39,2,237,-4.294746938426776,104,61,72,5,1,3,2,6,2,False,50.5
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_expected_r,ge,0.11973611964320728,84,False,False,823,-15.238222807141852,354,166,303,22,2,6,6,39,3,237,-7.056346571427946,102,58,77,0,1,6,5,8,2,False,50.5
close_a0.50_r0.15_1b,close,0.5,0.15,1,stability,le,0.33721788339599695,36,False,True,823,-2.029365184285986,347,159,317,10,0,8,8,10,0,237,0.5029157142860489,106,57,74,4,0,3,3,1,0,False,50.25
