behavior,kind,activate_mfe_r,parameter_r,bars,gate_metric,gate_direction,gate_threshold,applications_pre_fresh,discovery_pass,validation_pass,disc_n,disc_delta_usd,disc_wins,disc_losses,disc_flats,disc_flat_to_profit,disc_flat_to_loss,disc_losses_improved,disc_loss_to_nonloss,disc_winners_harmed,disc_winner_to_loss,valid_n,valid_delta_usd,valid_wins,valid_losses,valid_flats,valid_flat_to_profit,valid_flat_to_loss,valid_losses_improved,valid_loss_to_nonloss,valid_winners_harmed,valid_winner_to_loss,joint_pass,repair_score
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_win,le,0.30622738525995047,28,True,True,823,1.216037765713713,347,160,316,11,0,7,7,3,0,237,0.729992000000396,106,59,72,6,0,1,1,0,0,True,40.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_score,le,0.017944480852766842,31,True,True,823,0.12307426571462576,346,161,316,11,0,6,6,6,0,237,0.21999200000040506,106,59,72,6,0,1,1,1,0,True,36.25
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_expected_r,le,0.11973611964320728,34,True,True,823,0.1171713014289113,346,161,316,11,0,6,6,8,0,237,0.22063485714319114,106,59,72,6,0,1,1,1,0,True,35.25
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_strategy_win,le,0.30622738525995047,21,True,True,823,1.0895777657137264,343,160,320,7,0,7,7,2,0,237,0.3748800000003945,104,59,74,4,0,1,1,0,0,True,34.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_mean_r,le,0.11197295753630912,25,True,True,823,2.1182312299998456,345,162,316,11,0,5,5,4,0,237,0.20963485714281174,103,59,75,3,0,1,1,0,0,True,31.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,trailing_win_rate,le,0.30716723549488056,23,True,True,823,0.9805556942860937,342,163,318,9,0,4,4,4,0,237,0.6771920000003895,105,59,73,5,0,1,1,0,0,True,30.5
close_a0.50_r0.10_1b,close,0.5,0.1,1,reliability_strategy_win,le,0.30622738525995047,16,True,True,823,0.6652299085710922,341,162,320,7,0,5,5,1,0,237,0.13388000000016745,102,59,76,2,0,1,1,0,0,True,27.5
close_a0.50_r0.15_1b,close,0.5,0.15,1,trailing_win_rate,le,0.30716723549488056,18,True,True,823,0.9263156942860696,339,163,321,6,0,4,4,3,0,237,0.3748800000003945,104,59,74,4,0,1,1,0,0,True,26.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_mean_r,le,0.11093802037669297,20,True,True,823,1.4146673728570218,341,164,318,9,0,3,3,3,0,237,0.20963485714281174,103,59,75,3,0,1,1,0,0,True,26.0
lock_a0.50_f0.15,lock,0.5,0.15,1,quality,ge,0.8400000000000001,25,True,True,823,0.5424762873038032,343,161,319,8,0,7,6,5,0,237,0.5915343385710881,104,60,73,5,0,0,0,0,0,True,25.0
lock_a0.50_f0.20,lock,0.5,0.2,1,quality,ge,0.8400000000000001,26,True,True,823,0.6928655830708785,343,161,319,8,0,7,6,6,0,237,0.7766124514285729,104,60,73,5,0,0,0,0,0,True,24.5
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_strategy_mean_r,le,0.11197295753630912,18,True,True,823,1.991771229999859,341,162,320,7,0,5,5,3,0,237,0.09652285714291423,101,59,77,1,0,1,1,1,0,True,24.25
close_a0.50_r0.05_1b,close,0.5,0.05,1,reliability_score,le,0.07922181291414032,8,True,True,823,0.3204354714286156,333,164,326,1,0,3,3,1,0,237,0.4090771428572982,102,58,77,1,0,2,2,0,0,True,24.0
close_a0.50_r0.05_1b,close,0.5,0.05,1,stability,le,0.2566054712996296,8,True,True,823,0.3204354714286156,333,164,326,1,0,3,3,1,0,237,0.4090771428572982,102,58,77,1,0,2,2,0,0,True,24.0
close_a0.50_r0.05_1b,close,0.5,0.05,1,rank_score,le,0.47499746846600327,8,True,True,823,0.3204354714286156,333,164,326,1,0,3,3,1,0,237,0.4090771428572982,102,58,77,1,0,2,2,0,0,True,24.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_win,le,0.2792262732483457,19,True,True,823,1.4205703371427365,341,164,318,9,0,3,3,1,0,237,0.6398720000003715,105,60,72,6,0,0,0,0,0,True,23.5
close_a0.50_r0.05_1b,close,0.5,0.05,1,reliability_expected_r,le,0.21481947009822153,9,True,True,823,0.24277090000004434,333,164,326,1,0,3,3,2,0,237,0.4090771428572982,102,58,77,1,0,2,2,0,0,True,23.5
close_a0.50_r0.05_1b,close,0.5,0.05,1,reliability_asset_strategy_mean_r,le,0.3494376818480413,9,True,True,823,0.24277090000004434,333,164,326,1,0,3,3,2,0,237,0.4090771428572982,102,58,77,1,0,2,2,0,0,True,23.5
close_a0.50_r0.05_1b,close,0.5,0.05,1,reliability_asset_strategy_mean_r,le,0.41417781315300256,9,True,True,823,0.24277090000004434,333,164,326,1,0,3,3,2,0,237,0.4090771428572982,102,58,77,1,0,2,2,0,0,True,23.5
close_a0.50_r0.05_1b,close,0.5,0.05,1,expected_r,le,0.28996695527258154,9,True,True,823,0.24277090000004434,333,164,326,1,0,3,3,2,0,237,0.4090771428572982,102,58,77,1,0,2,2,0,0,True,23.5
close_a0.50_r0.10_1b,close,0.5,0.1,1,reliability_strategy_mean_r,le,0.11197295753630912,15,True,True,823,1.6588617657143534,340,163,320,7,0,4,4,1,0,237,0.0815228571428426,101,59,77,1,0,1,1,1,0,True,23.25
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_mean_r,le,0.10973021099308534,18,True,True,823,1.2134292503570157,339,165,319,8,0,2,2,3,0,237,0.20963485714281174,103,59,75,3,0,1,1,0,0,True,23.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_win,le,0.27726995734308346,16,True,True,823,1.2003703371426342,338,164,321,6,0,3,3,1,0,237,0.6398720000003715,105,60,72,6,0,0,0,0,0,True,20.5
close_a0.50_r0.05_1b,close,0.5,0.05,1,reliability_asset_strategy_win,le,0.3265411458233644,5,True,True,823,0.03437690000004659,331,166,326,1,0,1,1,0,0,237,0.4090771428572982,102,58,77,1,0,2,2,0,0,True,20.5
close_a0.50_r0.05_1b,close,0.5,0.05,1,trailing_win_rate,le,0.32545931758530183,5,True,True,823,0.03437690000004659,331,166,326,1,0,1,1,0,0,237,0.4090771428572982,102,58,77,1,0,2,2,0,0,True,20.5
close_a0.50_r0.10_1b,close,0.5,0.1,1,trailing_win_rate,le,0.30716723549488056,12,True,True,823,0.40571483714303824,337,165,321,6,0,2,2,1,0,237,0.13388000000016745,102,59,76,2,0,1,1,0,0,True,20.5
close_a0.50_r0.10_1b,close,0.5,0.1,1,reliability_strategy_mean_r,le,0.11093802037669297,12,True,True,823,1.162390765714325,337,164,322,5,0,3,3,1,0,237,0.0815228571428426,101,59,77,1,0,1,1,1,0,True,19.25
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_win,le,0.2774425059218657,18,True,True,823,0.13560769428575753,339,164,320,7,0,3,3,3,0,237,0.587072000000365,104,60,73,5,0,0,0,0,0,True,19.0
close_a0.50_r0.20_2b,close,0.5,0.2,2,reliability_expected_r,ge,0.055337280360104116,13,True,True,823,0.7276878571427571,337,164,322,5,0,3,3,2,0,237,0.2973600000000298,101,59,77,1,0,1,1,1,0,True,18.75
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_win,le,0.2739559235358578,14,True,True,823,0.9619703371426984,336,164,323,4,0,3,3,1,0,237,0.6398720000003715,105,60,72,6,0,0,0,0,0,True,18.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_win,le,0.34629591770185414,9,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,18.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_win,le,0.3761738273374446,9,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,18.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_asset_strategy_win,le,0.40072083424055294,9,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,18.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_asset_strategy_win,le,0.459540486044784,9,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,18.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,trailing_win_rate,le,0.4057971014492754,9,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,18.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,trailing_win_rate,le,0.4868421052631579,9,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,18.5
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_strategy_mean_r,le,0.11093802037669297,14,True,True,823,0.883227372856958,337,164,322,5,0,3,3,3,0,237,0.09652285714291423,101,59,77,1,0,1,1,1,0,True,18.25
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_score,le,0.18421042163583867,10,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,18.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_score,le,0.22156966219986063,10,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,18.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,expected_r,le,0.4014021000815497,10,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,18.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,expected_r,le,0.45361065785615307,10,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,18.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,stability,le,0.44472442584298566,10,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,18.0
close_a0.50_r0.20_2b,close,0.5,0.2,2,trailing_giveback,ge,0.8275796734142848,11,True,True,823,0.2773074082141558,336,165,322,5,0,2,2,2,0,237,0.5149571428574138,101,59,77,1,0,1,1,0,0,True,17.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,ALL,all,,11,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,237,0.3103600000000919,102,59,76,2,0,1,1,1,0,True,17.25
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_expected_r,le,0.24513895111390224,11,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,237,0.3103600000000919,102,59,76,2,0,1,1,1,0,True,17.25
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_asset_strategy_mean_r,le,0.3494376818480413,11,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,237,0.3103600000000919,102,59,76,2,0,1,1,1,0,True,17.25
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_asset_strategy_mean_r,le,0.41417781315300256,11,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,237,0.3103600000000919,102,59,76,2,0,1,1,1,0,True,17.25
close_a0.50_r0.10_2b,close,0.5,0.1,2,trailing_giveback,le,0.8967585507542115,11,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,237,0.3103600000000919,102,59,76,2,0,1,1,1,0,True,17.25
close_a0.50_r0.10_2b,close,0.5,0.1,2,rank_score,le,0.5719960562151344,11,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,237,0.3103600000000919,102,59,76,2,0,1,1,1,0,True,17.25
close_a0.50_r0.20_2b,close,0.5,0.2,2,reliability_score,ge,-0.08565533530457692,13,True,True,823,0.5300232857142877,336,164,323,4,0,3,3,3,0,237,0.2973600000000298,101,59,77,1,0,1,1,1,0,True,17.25
close_a0.50_r0.20_1b,close,0.5,0.2,1,trailing_win_rate,le,0.28721174004192873,16,True,True,823,0.14287483714297744,339,165,319,8,0,2,2,2,0,237,0.5713120000003556,103,60,74,4,0,0,0,0,0,True,17.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_strategy_mean_r,ge,0.10558505613350275,8,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,237,0.3189571428572737,101,59,77,1,0,1,1,0,0,True,17.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_strategy_mean_r,ge,0.10821210379473341,8,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,237,0.3189571428572737,101,59,77,1,0,1,1,0,0,True,17.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_strategy_mean_r,ge,0.10973021099308534,8,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,237,0.3189571428572737,101,59,77,1,0,1,1,0,0,True,17.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,quality,ge,0.7163555457730956,8,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,237,0.3189571428572737,101,59,77,1,0,1,1,0,0,True,17.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,trailing_win_rate,le,0.272264631043257,14,True,True,823,0.31537483714294845,338,165,320,7,0,2,2,1,0,237,0.5713120000003556,103,60,74,4,0,0,0,0,0,True,16.5
close_a0.50_r0.20_2b,close,0.5,0.2,2,quality,ge,0.7296018613408477,10,True,True,823,0.1968274082142035,335,165,323,4,0,2,2,2,0,237,0.5149571428574138,101,59,77,1,0,1,1,0,0,True,16.5
close_a0.50_r0.20_2b,close,0.5,0.2,2,quality,ge,0.76,10,True,True,823,0.1968274082142035,335,165,323,4,0,2,2,2,0,237,0.5149571428574138,101,59,77,1,0,1,1,0,0,True,16.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_score,le,0.07922181291414032,8,True,True,823,0.39421669392860126,333,165,325,2,0,2,2,1,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,16.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,stability,le,0.2566054712996296,8,True,True,823,0.39421669392860126,333,165,325,2,0,2,2,1,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,16.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,stability,le,0.33721788339599695,8,True,True,823,0.39421669392860126,333,165,325,2,0,2,2,1,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,16.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,rank_score,le,0.47499746846600327,8,True,True,823,0.39421669392860126,333,165,325,2,0,2,2,1,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,16.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_strategy_win,le,0.3100295778435063,8,True,True,823,0.10982740821429832,333,165,325,2,0,2,2,1,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,16.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_strategy_win,le,0.311195133979944,8,True,True,823,0.10982740821429832,333,165,325,2,0,2,2,1,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,16.5
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_strategy_win,le,0.2792262732483457,13,True,True,823,0.8891303371426724,337,164,322,5,0,3,3,1,0,237,0.28476000000037005,103,60,74,4,0,0,0,0,0,True,16.5
close_a0.50_r0.15_2b,close,0.5,0.15,2,reliability_expected_r,ge,0.055337280360104116,9,True,True,823,0.721447857142852,334,164,325,2,0,3,3,1,0,237,0.2973600000000298,101,59,77,1,0,1,1,1,0,True,16.25
close_a0.50_r0.10_1b,close,0.5,0.1,1,reliability_strategy_mean_r,le,0.10973021099308534,10,True,True,823,0.9611526432143187,335,165,323,4,0,2,2,1,0,237,0.0815228571428426,101,59,77,1,0,1,1,1,0,True,16.25
close_a0.50_r0.10_2b,close,0.5,0.1,2,expected_r,le,0.28996695527258154,9,True,True,823,0.3165521225000299,333,165,325,2,0,2,2,2,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,16.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,rank_score,le,0.5285471018002386,9,True,True,823,0.3165521225000299,333,165,325,2,0,2,2,2,0,237,0.33471714285728305,102,59,76,2,0,1,1,0,0,True,16.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_strategy_mean_r,ge,0.11093802037669297,7,True,True,823,0.5218059796428337,333,164,326,1,0,3,3,1,0,237,0.3189571428572737,101,59,77,1,0,1,1,0,0,True,16.0
close_a0.50_r0.15_2b,close,0.5,0.15,2,trailing_giveback,ge,0.8275796734142848,8,True,True,823,0.4128274082143182,334,165,324,3,0,2,2,1,0,237,0.3189571428572737,101,59,77,1,0,1,1,0,0,True,16.0
close_a0.50_r0.15_2b,close,0.5,0.15,2,quality,ge,0.7296018613408477,8,True,True,823,0.4128274082143182,334,165,324,3,0,2,2,1,0,237,0.3189571428572737,101,59,77,1,0,1,1,0,0,True,16.0
close_a0.50_r0.15_2b,close,0.5,0.15,2,quality,ge,0.76,8,True,True,823,0.4128274082143182,334,165,324,3,0,2,2,1,0,237,0.3189571428572737,101,59,77,1,0,1,1,0,0,True,16.0
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_win,le,0.2774425059218657,14,True,True,823,0.2618076942858232,337,164,322,5,0,3,3,2,0,237,0.28476000000037005,103,60,74,4,0,0,0,0,0,True,16.0
close_a0.50_r0.05_1b,close,0.5,0.05,1,rank_score,le,0.4137125336302984,7,True,True,823,0.3204354714286156,333,164,326,1,0,3,3,1,0,237,0.11812000000015814,101,59,77,1,0,1,1,0,0,True,16.0
close_a0.50_r0.05_1b,close,0.5,0.05,1,rank_score,le,0.44349626195741826,7,True,True,823,0.3204354714286156,333,164,326,1,0,3,3,1,0,237,0.11812000000015814,101,59,77,1,0,1,1,0,0,True,16.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_strategy_mean_r,le,0.1510826192894883,9,True,True,823,0.34716283678572557,333,165,325,2,0,2,2,1,0,237,0.3103600000000919,102,59,76,2,0,1,1,1,0,True,15.75
close_a0.50_r0.15_2b,close,0.5,0.15,2,reliability_score,ge,-0.08565533530457692,10,True,True,823,0.6437832857142806,334,164,325,2,0,3,3,2,0,237,0.2973600000000298,101,59,77,1,0,1,1,1,0,True,15.75
close_a0.50_r0.20_2b,close,0.5,0.2,2,reliability_score,ge,-0.05612360587640852,12,True,True,823,0.5300232857142877,336,164,323,4,0,3,3,3,0,237,0.2816000000000205,100,59,78,0,0,1,1,1,0,True,15.75
close_a0.50_r0.20_2b,close,0.5,0.2,2,reliability_asset_strategy_win,ge,0.2910004813364106,12,True,True,823,0.5300232857142877,336,164,323,4,0,3,3,3,0,237,0.2816000000000205,100,59,78,0,0,1,1,1,0,True,15.75
close_a0.50_r0.20_2b,close,0.5,0.2,2,reliability_asset_strategy_win,ge,0.30492914979757085,12,True,True,823,0.5300232857142877,336,164,323,4,0,3,3,3,0,237,0.2816000000000205,100,59,78,0,0,1,1,1,0,True,15.75
close_a0.50_r0.10_2b,close,0.5,0.1,2,trailing_giveback,ge,0.8275796734142848,6,True,True,823,0.4248274082142969,333,165,325,2,0,2,2,0,0,237,0.3189571428572737,101,59,77,1,0,1,1,0,0,True,15.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,quality,ge,0.7296018613408477,6,True,True,823,0.4248274082142969,333,165,325,2,0,2,2,0,0,237,0.3189571428572737,101,59,77,1,0,1,1,0,0,True,15.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,quality,ge,0.76,6,True,True,823,0.4248274082142969,333,165,325,2,0,2,2,0,0,237,0.3189571428572737,101,59,77,1,0,1,1,0,0,True,15.5
close_a0.50_r0.05_1b,close,0.5,0.05,1,reliability_expected_r,le,0.1395124803801714,8,True,True,823,0.24277090000004434,333,164,326,1,0,3,3,2,0,237,0.11812000000015814,101,59,77,1,0,1,1,0,0,True,15.5
close_a0.50_r0.05_1b,close,0.5,0.05,1,reliability_asset_strategy_mean_r,le,0.23053020459079532,8,True,True,823,0.24277090000004434,333,164,326,1,0,3,3,2,0,237,0.11812000000015814,101,59,77,1,0,1,1,0,0,True,15.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_expected_r,le,0.21481947009822153,10,True,True,823,0.3165521225000299,333,165,325,2,0,2,2,2,0,237,0.3103600000000919,102,59,76,2,0,1,1,1,0,True,15.25
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_strategy_mean_r,le,0.10973021099308534,12,True,True,823,0.6819892503569516,335,165,323,4,0,2,2,3,0,237,0.09652285714291423,101,59,77,1,0,1,1,1,0,True,15.25
close_a0.50_r0.10_2b,close,0.5,0.1,2,expected_r,le,0.2023301025242247,7,True,True,823,0.39421669392860126,333,165,325,2,0,2,2,1,0,237,0.3189571428572737,101,59,77,1,0,1,1,0,0,True,15.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_mean_r,le,0.10821210379473341,11,True,True,823,0.7548292503569777,334,165,324,3,0,2,2,3,0,237,0.10652285714281987,101,59,77,1,0,1,1,0,0,True,15.0
close_a0.50_r0.20_2b,close,0.5,0.2,2,expected_r,ge,0.07848740026365177,12,True,True,823,0.020164714285747648,334,166,323,4,0,1,1,3,0,237,0.5213600000003036,102,59,76,2,0,1,1,1,0,True,14.75
close_a0.50_r0.10_2b,close,0.5,0.1,2,quality,le,0.8400000000000001,9,True,True,823,0.4854845082142897,333,164,326,1,0,3,3,2,0,237,0.2823599999999582,101,59,77,1,0,1,1,1,0,True,14.75
close_a0.50_r0.20_2b,close,0.5,0.2,2,reliability_win,ge,0.28630674256749367,11,True,True,823,0.44954328571433533,335,164,324,3,0,3,3,3,0,237,0.2816000000000205,100,59,78,0,0,1,1,1,0,True,14.75
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_strategy_win,le,0.27726995734308346,11,True,True,823,0.7791303371426019,335,164,324,3,0,3,3,1,0,237,0.28476000000037005,103,60,74,4,0,0,0,0,0,True,14.5
close_a0.50_r0.15_2b,close,0.5,0.15,2,rank_score,ge,0.3572763578368383,10,True,True,823,0.14058161428574234,333,166,324,3,0,1,1,2,0,237,0.3253600000001635,102,59,76,2,0,1,1,1,0,True,14.25
close_a0.50_r0.10_2b,close,0.5,0.1,2,trailing_giveback,le,0.8576054056457244,9,True,True,823,0.29090328571428514,332,165,326,1,0,2,2,2,0,237,0.3103600000000919,102,59,76,2,0,1,1,1,0,True,14.25
close_a0.50_r0.10_2b,close,0.5,0.1,2,trailing_giveback,le,0.8646121882926417,9,True,True,823,0.29090328571428514,332,165,326,1,0,2,2,2,0,237,0.3103600000000919,102,59,76,2,0,1,1,1,0,True,14.25
close_a0.50_r0.10_2b,close,0.5,0.1,2,trailing_giveback,le,0.874697740561679,9,True,True,823,0.29090328571428514,332,165,326,1,0,2,2,2,0,237,0.3103600000000919,102,59,76,2,0,1,1,1,0,True,14.25
close_a0.50_r0.20_2b,close,0.5,0.2,2,reliability_asset_strategy_mean_r,ge,0.0818494506114442,12,True,True,823,0.14016471428564561,335,166,322,5,0,1,1,3,0,237,0.2973600000000298,101,59,77,1,0,1,1,1,0,True,14.25
close_a0.50_r0.15_2b,close,0.5,0.15,2,reliability_score,ge,-0.05612360587640852,9,True,True,823,0.6437832857142806,334,164,325,2,0,3,3,2,0,237,0.2816000000000205,100,59,78,0,0,1,1,1,0,True,14.25
close_a0.50_r0.15_2b,close,0.5,0.15,2,reliability_win,ge,0.28630674256749367,9,True,True,823,0.6437832857142806,334,164,325,2,0,3,3,2,0,237,0.2816000000000205,100,59,78,0,0,1,1,1,0,True,14.25
close_a0.50_r0.15_2b,close,0.5,0.15,2,reliability_asset_strategy_win,ge,0.2910004813364106,9,True,True,823,0.6437832857142806,334,164,325,2,0,3,3,2,0,237,0.2816000000000205,100,59,78,0,0,1,1,1,0,True,14.25
close_a0.50_r0.15_2b,close,0.5,0.15,2,reliability_asset_strategy_win,ge,0.30492914979757085,9,True,True,823,0.6437832857142806,334,164,325,2,0,3,3,2,0,237,0.2816000000000205,100,59,78,0,0,1,1,1,0,True,14.25
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_win,le,0.2655132009803008,10,True,True,823,0.692914837142788,335,165,323,4,0,2,2,0,0,237,0.5713120000003556,103,60,74,4,0,0,0,0,0,True,14.0
close_a0.50_r0.10_1b,close,0.5,0.1,1,reliability_strategy_win,le,0.2792262732483457,10,True,True,823,1.2400553371428962,337,164,322,5,0,3,3,0,0,237,0.043760000000143004,101,60,76,2,0,0,0,0,0,True,14.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_strategy_mean_r,le,0.14673061446425303,8,True,True,823,0.17157355107146402,332,166,325,2,0,1,1,1,0,237,0.3103600000000919,102,59,76,2,0,1,1,1,0,True,13.75
close_a0.50_r0.10_2b,close,0.5,0.1,2,rank_score,ge,0.3572763578368383,8,True,True,823,0.15258161428572103,332,166,325,2,0,1,1,1,0,237,0.3103600000000919,102,59,76,2,0,1,1,1,0,True,13.75
close_a0.50_r0.20_2b,close,0.5,0.2,2,reliability_expected_r,ge,0.07339858947124882,10,True,True,823,0.09782928571431901,334,166,323,4,0,1,1,2,0,237,0.2973600000000298,101,59,77,1,0,1,1,1,0,True,13.75
close_a0.50_r0.20_2b,close,0.5,0.2,2,reliability_asset_strategy_mean_r,ge,0.11457466774677837,10,True,True,823,0.09782928571431901,334,166,323,4,0,1,1,2,0,237,0.2973600000000298,101,59,77,1,0,1,1,1,0,True,13.75
close_a0.50_r0.20_2b,close,0.5,0.2,2,reliability_asset_strategy_mean_r,ge,0.1569651527438252,10,True,True,823,0.09782928571431901,334,166,323,4,0,1,1,2,0,237,0.2973600000000298,101,59,77,1,0,1,1,1,0,True,13.75
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_expected_r,ge,0.055337280360104116,6,True,True,823,0.6835678571428552,332,165,326,1,0,2,2,0,0,237,0.2823599999999582,101,59,77,1,0,1,1,1,0,True,13.75
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_strategy_win,le,0.2739559235358578,10,True,True,823,0.7311303371425728,334,164,325,2,0,3,3,1,0,237,0.28476000000037005,103,60,74,4,0,0,0,0,0,True,13.5
close_a0.50_r0.15_2b,close,0.5,0.15,2,expected_r,ge,0.07848740026365177,9,True,True,823,0.1339247142857406,332,166,325,2,0,1,1,2,0,237,0.3253600000001635,102,59,76,2,0,1,1,1,0,True,13.25
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_score,ge,-0.08565533530457692,7,True,True,823,0.6059032857142838,332,165,326,1,0,2,2,1,0,237,0.2823599999999582,101,59,77,1,0,1,1,1,0,True,13.25
close_a0.50_r0.10_2b,close,0.5,0.1,2,trailing_win_rate,ge,0.28721174004192873,7,True,True,823,0.6059032857142838,332,165,326,1,0,2,2,1,0,237,0.2823599999999582,101,59,77,1,0,1,1,1,0,True,13.25
close_a0.50_r0.15_2b,close,0.5,0.15,2,reliability_win,ge,0.29776452395286457,8,True,True,823,0.5957832857142514,333,164,326,1,0,3,3,2,0,237,0.2816000000000205,100,59,78,0,0,1,1,1,0,True,13.25
close_a0.50_r0.10_1b,close,0.5,0.1,1,reliability_strategy_mean_r,le,0.10821210379473341,7,True,True,823,0.8031526432142191,332,165,326,1,0,2,2,1,0,237,0.0815228571428426,101,59,77,1,0,1,1,1,0,True,13.25
