month,weeks,monthly_compounded_return_pct,average_week_pct,weeks_ge_5,weeks_ge_10,campaigns,start_equity,end_equity
2026-06,5,-2.814263475154666,-0.568332049800262,0,0,45,100.0,97.18573652484534
2026-07,4,2.7354200305106824,0.6785497883893848,0,0,29,97.18573652484534,99.8441746285453
2026-08,2,0.9039309494497605,0.45146725561215906,0,0,9,99.8441746285453,100.7466970242354
