variant_index,config_id,rebuilt_candidates,end_equity,delta_end_equity,fresh_return_pct,fresh_delta_pct,max_weekly_dd_pct,executed_trades,wins,losses,flat,nonflat_win_rate,assets_with_selected,end_equity_not_regressed,fresh_holdout_not_regressed,drawdown_not_worse,losses_not_worse,flats_not_worse,full_universe_34x510,candidate_pass
4,SD_STRICT_ONLY,64,334.06966928043823,-3.353454930001078,7.261646557142409,0.0,-4.343832243362245,1124,451,235,438,0.6574344023323615,32,False,True,True,False,False,True,False
1,SD_STRICT_MR_BALANCED,3605,329.4321796982972,-7.990944512142107,6.3383778071426145,-0.9232687499997949,-4.268651998833217,1160,467,250,443,0.6513249651324965,32,False,False,True,False,False,True,False
3,BOTH_BALANCED,3840,329.4321796982972,-7.990944512142107,6.3383778071426145,-0.9232687499997949,-4.268651998833217,1160,467,250,443,0.6513249651324965,32,False,False,True,False,False,True,False
0,BOTH_STRICT,670,310.18234443686725,-27.240779773572058,7.519314324999593,0.2576677678571837,-4.343832243362245,1056,419,228,409,0.6476043276661515,32,False,True,True,True,True,True,False
2,SD_BALANCED_MR_STRICT,905,310.18234443686725,-27.240779773572058,7.519314324999593,0.2576677678571837,-4.343832243362245,1056,419,228,409,0.6476043276661515,32,False,True,True,True,True,True,False
5,MR_STRICT_ONLY,606,310.18234443686725,-27.240779773572058,7.519314324999593,0.2576677678571837,-4.343832243362245,1056,419,228,409,0.6476043276661515,32,False,True,True,True,True,True,False
