asset,directional_open_close_pct,open_60m_move_pct,gross_session_open_range_pct,close_60m_move_pct,executable_swing_opportunity_pct,captured_positive_move_pct,capture_ratio,missed_move_pct,raw_candidate_signals,precision_promoted_signals,selected_campaigns,miss_reasons
EURUSD,12.557230342848232,2.5061578486771876,26.480558990681008,1.9762775790981724,188.93135980502547,0.08850388508144064,0.0004684446519242513,188.84285591994401,6203,39,27,PRECISION_FILTER_REMOVED_MOST_SIGNALS|OPEN_RISK_BUDGET|FACTOR_DUPLICATION|ASSET_WEEKLY_LOSS_BREAKER|FALSE_BREAK_OR_WRONG_DIRECTION|WINNER_GIVEBACK|LOW_OPPORTUNITY_CAPTURE
GBPUSD,15.572285140923189,2.7566771854776246,28.867575852409548,1.8076357276876245,212.66467680714385,0.0543695597285661,0.0002556586290908642,212.61030724741528,6002,51,26,PRECISION_FILTER_REMOVED_MOST_SIGNALS|OPEN_RISK_BUDGET|FACTOR_DUPLICATION|CONFIG_WEEKLY_LOSS_BREAKER|FALSE_BREAK_OR_WRONG_DIRECTION|WINNER_GIVEBACK|LOW_OPPORTUNITY_CAPTURE
USDJPY,14.126521305450282,4.394957499419069,30.352730890099878,3.2767246642126833,183.0860733330989,0.4612329048920074,0.002519213485194257,182.6248404282069,5635,84,56,PRECISION_FILTER_REMOVED_MOST_SIGNALS|OPEN_RISK_BUDGET|ASSET_WEEKLY_LOSS_BREAKER|SAME_ASSET_NOT_PROTECTED_INDEPENDENT|FALSE_BREAK_OR_WRONG_DIRECTION|LOW_OPPORTUNITY_CAPTURE
AUDUSD,17.730906624899735,5.056130496387487,38.422662203178994,3.0214822056906026,275.2037930038147,1.5149709601863182,0.005504905814162664,273.6888220436284,6247,102,69,PRECISION_FILTER_REMOVED_MOST_SIGNALS|OPEN_RISK_BUDGET|ADDON_PARENT_NOT_OPEN|SAME_ASSET_NOT_PROTECTED_INDEPENDENT|WINNER_GIVEBACK|LOW_OPPORTUNITY_CAPTURE
USDCAD,10.631851461793643,2.3685245270433075,21.221497391000423,1.9289989053224654,161.098552219941,0.3074860563908006,0.0019086829282674307,160.7910661635502,6888,83,45,PRECISION_FILTER_REMOVED_MOST_SIGNALS|OPEN_RISK_BUDGET|ASSET_WEEKLY_LOSS_BREAKER|CONFIG_WEEKLY_LOSS_BREAKER|FALSE_BREAK_OR_WRONG_DIRECTION|WINNER_GIVEBACK|LOW_OPPORTUNITY_CAPTURE
USDCHF,19.05279594082944,4.106181023900306,35.34838811031652,2.3664710403229465,256.2319734752426,1.5292261843872954,0.005968131781707761,254.70274729085534,6763,143,79,PRECISION_FILTER_REMOVED_MOST_SIGNALS|OPEN_RISK_BUDGET|CONFIG_WEEKLY_LOSS_BREAKER|SAME_ASSET_NOT_PROTECTED_INDEPENDENT|FALSE_BREAK_OR_WRONG_DIRECTION|WINNER_GIVEBACK|LOW_OPPORTUNITY_CAPTURE
NZDUSD,20.662091418512567,5.691299818101985,40.78106090410251,3.7940716776313566,301.02043811500147,2.083862040001933,0.006922659647468247,298.93657607499955,6436,133,96,PRECISION_FILTER_REMOVED_MOST_SIGNALS|OPEN_RISK_BUDGET|SAME_ASSET_NOT_PROTECTED_INDEPENDENT|ADDON_PARENT_NOT_OPEN|FALSE_BREAK_OR_WRONG_DIRECTION|WINNER_GIVEBACK|LOW_OPPORTUNITY_CAPTURE
EURJPY,15.421780339679913,4.044591245106739,30.169140025614556,3.239343839257477,191.6183048372285,0.4141992981852393,0.0021615852333997203,191.20410553904324,5692,96,69,PRECISION_FILTER_REMOVED_MOST_SIGNALS|OPEN_RISK_BUDGET|SAME_ASSET_NOT_PROTECTED_INDEPENDENT|ASSET_WEEKLY_LOSS_BREAKER|FALSE_BREAK_OR_WRONG_DIRECTION|WINNER_GIVEBACK|LOW_OPPORTUNITY_CAPTURE
GBPJPY,17.67646087298334,4.579815297903172,33.08535508925702,3.3471316243391707,216.39452927427496,0.6166888521177303,0.002849835687556092,215.77784042215723,5897,92,48,PRECISION_FILTER_REMOVED_MOST_SIGNALS|OPEN_RISK_BUDGET|SAME_ASSET_NOT_PROTECTED_INDEPENDENT|CONFIG_WEEKLY_LOSS_BREAKER|FALSE_BREAK_OR_WRONG_DIRECTION|LOW_OPPORTUNITY_CAPTURE
EURGBP,8.193519685226764,1.4217116475439031,15.714885784887526,0.8174824527239788,120.2066053314102,0.32202393618969477,0.0026789204744770323,119.88458139522051,5896,98,51,PRECISION_FILTER_REMOVED_MOST_SIGNALS|OPEN_RISK_BUDGET|CONFIG_WEEKLY_LOSS_BREAKER|SAME_ASSET_NOT_PROTECTED_INDEPENDENT|FALSE_BREAK_OR_WRONG_DIRECTION|WINNER_GIVEBACK|LOW_OPPORTUNITY_CAPTURE
AUDJPY,19.846815517946037,6.539986634685337,39.014024563352024,4.430401606813822,262.77813987355825,1.0496203956555972,0.003994321583068692,261.72851947790264,5898,99,59,PRECISION_FILTER_REMOVED_MOST_SIGNALS|OPEN_RISK_BUDGET|ADDON_PARENT_NOT_OPEN|CONFIG_WEEKLY_LOSS_BREAKER|FALSE_BREAK_OR_WRONG_DIRECTION|WINNER_GIVEBACK|LOW_OPPORTUNITY_CAPTURE
CADJPY,17.40234087441062,4.482453416162374,31.736804161709863,3.798905157466479,206.78531422854758,1.371482180671385,0.006632396433895528,205.41383204787618,6415,159,98,PRECISION_FILTER_REMOVED_MOST_SIGNALS|OPEN_RISK_BUDGET|ADDON_PARENT_NOT_OPEN|FACTOR_DUPLICATION|FALSE_BREAK_OR_WRONG_DIRECTION|WINNER_GIVEBACK|LOW_OPPORTUNITY_CAPTURE
GBPCHF,12.96496367641324,3.5176650239362863,22.704013039443694,1.3378006907174098,168.12132427240368,2.1652944760798727,0.012879356532854146,165.9560297963238,5967,156,86,PRECISION_FILTER_REMOVED_MOST_SIGNALS|SAME_ASSET_NOT_PROTECTED_INDEPENDENT|OPEN_RISK_BUDGET|CONFIG_WEEKLY_LOSS_BREAKER|WINNER_GIVEBACK|LOW_OPPORTUNITY_CAPTURE
