behavior,kind,activate_mfe_r,parameter_r,bars,gate_metric,gate_direction,gate_threshold,applications,discovery_pass,validation_pass,disc_n,disc_delta_usd,disc_wins,disc_losses,disc_flats,disc_flat_to_profit,disc_flat_to_loss,disc_losses_improved,disc_loss_to_nonloss,disc_winners_harmed,disc_winner_to_loss,hold_n,hold_delta_usd,hold_wins,hold_losses,hold_flats,hold_flat_to_profit,hold_flat_to_loss,hold_losses_improved,hold_loss_to_nonloss,hold_winners_harmed,hold_winner_to_loss,all_n,all_delta_usd,all_wins,all_losses,all_flats,all_flat_to_profit,all_flat_to_loss,all_losses_improved,all_loss_to_nonloss,all_winners_harmed,all_winner_to_loss,joint_pass,repair_score
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_win,le,0.30622738525995047,28,True,True,823,1.216037765713713,347,160,316,11,0,7,7,3,0,279,0.7299920000003959,124,63,92,6,0,1,1,0,0,1102,1.9460297657141092,471,223,408,17,0,8,8,3,0,True,59.5
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_strategy_win,le,0.30622738525995047,21,True,True,823,1.0895777657137264,343,160,320,7,0,7,7,2,0,279,0.37488000000039456,122,63,94,4,0,1,1,0,0,1102,1.4644577657141211,465,223,414,11,0,8,8,2,0,True,54.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_score,le,0.017944480852766842,31,True,True,823,0.12307426571462576,346,161,316,11,0,6,6,6,0,279,0.21999200000040506,124,63,92,6,0,1,1,1,0,1102,0.34306626571503085,470,224,408,17,0,7,7,7,0,True,52.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_expected_r,le,0.11973611964320728,34,True,True,823,0.1171713014289113,346,161,316,11,0,6,6,8,0,279,0.22063485714319117,124,63,92,6,0,1,1,1,0,1102,0.33780615857210256,470,224,408,17,0,7,7,9,0,True,51.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_mean_r,le,0.11197295753630912,25,True,True,823,2.1182312299998456,345,162,316,11,0,5,5,4,0,279,0.20963485714281177,121,63,95,3,0,1,1,0,0,1102,2.3278660871426573,466,225,411,14,0,6,6,4,0,True,45.0
lock_a0.50_f0.15,lock,0.5,0.15,1,quality,ge,0.8400000000000001,25,True,True,823,0.5424762873038032,343,161,319,8,0,7,6,5,0,279,0.5915343385710881,122,64,93,5,0,0,0,0,0,1102,1.1340106258748914,465,225,412,13,0,7,6,5,0,True,45.0
lock_a0.50_f0.20,lock,0.5,0.2,1,quality,ge,0.8400000000000001,26,True,True,823,0.6928655830708785,343,161,319,8,0,7,6,6,0,279,0.7766124514285729,122,64,93,5,0,0,0,0,0,1102,1.4694780344994514,465,225,412,13,0,7,6,6,0,True,44.5
close_a0.50_r0.10_1b,close,0.5,0.1,1,reliability_strategy_win,le,0.30622738525995047,16,True,True,823,0.6652299085710922,341,162,320,7,0,5,5,1,0,279,0.13388000000016745,120,63,96,2,0,1,1,0,0,1102,0.7991099085712596,461,225,416,9,0,6,6,1,0,True,41.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,trailing_win_rate,le,0.30716723549488056,23,True,True,823,0.9805556942860937,342,163,318,9,0,4,4,4,0,279,0.6771920000003894,123,63,93,5,0,1,1,0,0,1102,1.657747694286483,465,226,411,14,0,5,5,4,0,True,39.5
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_strategy_mean_r,le,0.11197295753630912,18,True,True,823,1.991771229999859,341,162,320,7,0,5,5,3,0,279,0.09652285714291423,119,63,97,1,0,1,1,1,0,1102,2.0882940871427733,460,225,417,8,0,6,6,4,0,True,39.0
close_a0.50_r0.15_1b,close,0.5,0.15,1,trailing_win_rate,le,0.30716723549488056,18,True,True,823,0.9263156942860696,339,163,321,6,0,4,4,3,0,279,0.37488000000039456,122,63,94,4,0,1,1,0,0,1102,1.3011956942864642,461,226,415,10,0,5,5,3,0,True,36.0
close_a0.50_r0.10_1b,close,0.5,0.1,1,reliability_strategy_mean_r,le,0.11197295753630912,15,True,True,823,1.6588617657143534,340,163,320,7,0,4,4,1,0,279,0.0815228571428426,119,63,97,1,0,1,1,1,0,1102,1.740384622857196,459,226,417,8,0,5,5,2,0,True,34.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_mean_r,le,0.11093802037669297,20,True,True,823,1.4146673728570218,341,164,318,9,0,3,3,3,0,279,0.20963485714281177,121,63,95,3,0,1,1,0,0,1102,1.6243022299998338,462,227,413,12,0,4,4,3,0,True,32.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_win,le,0.2792262732483457,19,True,True,823,1.4205703371427365,341,164,318,9,0,3,3,1,0,279,0.6398720000003715,123,64,92,6,0,0,0,0,0,1102,2.0604423371431078,464,228,410,15,0,3,3,1,0,True,31.0
close_a0.50_r0.05_1b,close,0.5,0.05,1,reliability_score,le,0.07922181291414032,8,True,True,823,0.3204354714286156,333,164,326,1,0,3,3,1,0,279,0.4090771428572982,120,62,97,1,0,2,2,0,0,1102,0.7295126142859139,453,226,423,2,0,5,5,1,0,True,29.0
close_a0.50_r0.05_1b,close,0.5,0.05,1,stability,le,0.2566054712996296,8,True,True,823,0.3204354714286156,333,164,326,1,0,3,3,1,0,279,0.4090771428572982,120,62,97,1,0,2,2,0,0,1102,0.7295126142859139,453,226,423,2,0,5,5,1,0,True,29.0
close_a0.50_r0.05_1b,close,0.5,0.05,1,rank_score,le,0.47499746846600327,8,True,True,823,0.3204354714286156,333,164,326,1,0,3,3,1,0,279,0.4090771428572982,120,62,97,1,0,2,2,0,0,1102,0.7295126142859139,453,226,423,2,0,5,5,1,0,True,29.0
close_a0.50_r0.05_1b,close,0.5,0.05,1,reliability_expected_r,le,0.21481947009822153,9,True,True,823,0.24277090000004434,333,164,326,1,0,3,3,2,0,279,0.4090771428572982,120,62,97,1,0,2,2,0,0,1102,0.6518480428573425,453,226,423,2,0,5,5,2,0,True,28.5
close_a0.50_r0.05_1b,close,0.5,0.05,1,reliability_asset_strategy_mean_r,le,0.3494376818480413,9,True,True,823,0.24277090000004434,333,164,326,1,0,3,3,2,0,279,0.4090771428572982,120,62,97,1,0,2,2,0,0,1102,0.6518480428573425,453,226,423,2,0,5,5,2,0,True,28.5
close_a0.50_r0.05_1b,close,0.5,0.05,1,reliability_asset_strategy_mean_r,le,0.41417781315300256,9,True,True,823,0.24277090000004434,333,164,326,1,0,3,3,2,0,279,0.4090771428572982,120,62,97,1,0,2,2,0,0,1102,0.6518480428573425,453,226,423,2,0,5,5,2,0,True,28.5
close_a0.50_r0.05_1b,close,0.5,0.05,1,expected_r,le,0.28996695527258154,9,True,True,823,0.24277090000004434,333,164,326,1,0,3,3,2,0,279,0.4090771428572982,120,62,97,1,0,2,2,0,0,1102,0.6518480428573425,453,226,423,2,0,5,5,2,0,True,28.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_win,le,0.27726995734308346,16,True,True,823,1.2003703371426342,338,164,321,6,0,3,3,1,0,279,0.6398720000003715,123,64,92,6,0,0,0,0,0,1102,1.8402423371430054,461,228,413,12,0,3,3,1,0,True,28.0
close_a0.50_r0.10_1b,close,0.5,0.1,1,reliability_strategy_mean_r,le,0.11093802037669297,12,True,True,823,1.162390765714325,337,164,322,5,0,3,3,1,0,279,0.0815228571428426,119,63,97,1,0,1,1,1,0,1102,1.2439136228571674,456,227,419,6,0,4,4,2,0,True,27.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_win,le,0.2774425059218657,18,True,True,823,0.13560769428575753,339,164,320,7,0,3,3,3,0,279,0.587072000000365,122,64,93,5,0,0,0,0,0,1102,0.7226796942861226,461,228,413,12,0,3,3,3,0,True,27.0
close_a0.50_r0.20_2b,close,0.5,0.2,2,reliability_expected_r,ge,0.055337280360104116,13,True,True,823,0.7276878571427571,337,164,322,5,0,3,3,2,0,279,0.2973600000000298,119,63,97,1,0,1,1,1,0,1102,1.0250478571427868,456,227,419,6,0,4,4,3,0,True,26.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_win,le,0.2739559235358578,14,True,True,823,0.9619703371426984,336,164,323,4,0,3,3,1,0,279,0.6398720000003715,123,64,92,6,0,0,0,0,0,1102,1.60184233714307,459,228,415,10,0,3,3,1,0,True,26.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_strategy_mean_r,le,0.10973021099308534,18,True,True,823,1.2134292503570157,339,165,319,8,0,2,2,3,0,279,0.20963485714281177,121,63,95,3,0,1,1,0,0,1102,1.4230641074998274,460,228,414,11,0,3,3,3,0,True,26.0
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_strategy_mean_r,le,0.11093802037669297,14,True,True,823,0.883227372856958,337,164,322,5,0,3,3,3,0,279,0.09652285714291423,119,63,97,1,0,1,1,1,0,1102,0.979750229999872,456,227,419,6,0,4,4,4,0,True,26.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_win,le,0.34629591770185414,9,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,279,0.33471714285728305,120,63,96,2,0,1,1,0,0,1102,0.9045231225001458,454,227,421,4,0,4,4,1,0,True,25.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_win,le,0.3761738273374446,9,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,279,0.33471714285728305,120,63,96,2,0,1,1,0,0,1102,0.9045231225001458,454,227,421,4,0,4,4,1,0,True,25.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_asset_strategy_win,le,0.40072083424055294,9,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,279,0.33471714285728305,120,63,96,2,0,1,1,0,0,1102,0.9045231225001458,454,227,421,4,0,4,4,1,0,True,25.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_asset_strategy_win,le,0.459540486044784,9,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,279,0.33471714285728305,120,63,96,2,0,1,1,0,0,1102,0.9045231225001458,454,227,421,4,0,4,4,1,0,True,25.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,trailing_win_rate,le,0.4057971014492754,9,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,279,0.33471714285728305,120,63,96,2,0,1,1,0,0,1102,0.9045231225001458,454,227,421,4,0,4,4,1,0,True,25.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,trailing_win_rate,le,0.4868421052631579,9,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,279,0.33471714285728305,120,63,96,2,0,1,1,0,0,1102,0.9045231225001458,454,227,421,4,0,4,4,1,0,True,25.5
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_strategy_win,le,0.2792262732483457,13,True,True,823,0.8891303371426724,337,164,322,5,0,3,3,1,0,279,0.2847600000003701,121,64,94,4,0,0,0,0,0,1102,1.1738903371430425,458,228,416,9,0,3,3,1,0,True,25.0
close_a0.50_r0.20_2b,close,0.5,0.2,2,reliability_score,ge,-0.08565533530457692,13,True,True,823,0.5300232857142877,336,164,323,4,0,3,3,3,0,279,0.2973600000000298,119,63,97,1,0,1,1,1,0,1102,0.8273832857143175,455,227,420,5,0,4,4,4,0,True,25.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_score,le,0.18421042163583867,10,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,279,0.33471714285728305,120,63,96,2,0,1,1,0,0,1102,0.8268585510715745,454,227,421,4,0,4,4,2,0,True,25.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_score,le,0.22156966219986063,10,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,279,0.33471714285728305,120,63,96,2,0,1,1,0,0,1102,0.8268585510715745,454,227,421,4,0,4,4,2,0,True,25.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,expected_r,le,0.4014021000815497,10,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,279,0.33471714285728305,120,63,96,2,0,1,1,0,0,1102,0.8268585510715745,454,227,421,4,0,4,4,2,0,True,25.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,expected_r,le,0.45361065785615307,10,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,279,0.33471714285728305,120,63,96,2,0,1,1,0,0,1102,0.8268585510715745,454,227,421,4,0,4,4,2,0,True,25.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,stability,le,0.44472442584298566,10,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,279,0.33471714285728305,120,63,96,2,0,1,1,0,0,1102,0.8268585510715745,454,227,421,4,0,4,4,2,0,True,25.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_strategy_mean_r,ge,0.10558505613350275,8,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,279,0.3189571428572737,119,63,97,1,0,1,1,0,0,1102,0.8887631225001364,453,227,422,3,0,4,4,1,0,True,24.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_strategy_mean_r,ge,0.10821210379473341,8,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,279,0.3189571428572737,119,63,97,1,0,1,1,0,0,1102,0.8887631225001364,453,227,422,3,0,4,4,1,0,True,24.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_strategy_mean_r,ge,0.10973021099308534,8,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,279,0.3189571428572737,119,63,97,1,0,1,1,0,0,1102,0.8887631225001364,453,227,422,3,0,4,4,1,0,True,24.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,quality,ge,0.7163555457730956,8,True,True,823,0.5698059796428628,334,164,325,2,0,3,3,1,0,279,0.3189571428572737,119,63,97,1,0,1,1,0,0,1102,0.8887631225001364,453,227,422,3,0,4,4,1,0,True,24.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,ALL,all,,11,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,279,0.3103600000000919,120,63,96,2,0,1,1,1,0,1102,0.8025014082143833,454,227,421,4,0,4,4,3,0,True,24.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_expected_r,le,0.24513895111390224,11,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,279,0.3103600000000919,120,63,96,2,0,1,1,1,0,1102,0.8025014082143833,454,227,421,4,0,4,4,3,0,True,24.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_asset_strategy_mean_r,le,0.3494376818480413,11,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,279,0.3103600000000919,120,63,96,2,0,1,1,1,0,1102,0.8025014082143833,454,227,421,4,0,4,4,3,0,True,24.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_asset_strategy_mean_r,le,0.41417781315300256,11,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,279,0.3103600000000919,120,63,96,2,0,1,1,1,0,1102,0.8025014082143833,454,227,421,4,0,4,4,3,0,True,24.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,trailing_giveback,le,0.8967585507542115,11,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,279,0.3103600000000919,120,63,96,2,0,1,1,1,0,1102,0.8025014082143833,454,227,421,4,0,4,4,3,0,True,24.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,rank_score,le,0.5719960562151344,11,True,True,823,0.4921414082142914,334,164,325,2,0,3,3,2,0,279,0.3103600000000919,120,63,96,2,0,1,1,1,0,1102,0.8025014082143833,454,227,421,4,0,4,4,3,0,True,24.5
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_win,le,0.2774425059218657,14,True,True,823,0.2618076942858232,337,164,322,5,0,3,3,2,0,279,0.2847600000003701,121,64,94,4,0,0,0,0,0,1102,0.5465676942861932,458,228,416,9,0,3,3,2,0,True,24.5
close_a0.50_r0.15_2b,close,0.5,0.15,2,reliability_expected_r,ge,0.055337280360104116,9,True,True,823,0.721447857142852,334,164,325,2,0,3,3,1,0,279,0.2973600000000298,119,63,97,1,0,1,1,1,0,1102,1.0188078571428818,453,227,422,3,0,4,4,2,0,True,24.0
close_a0.50_r0.20_2b,close,0.5,0.2,2,reliability_score,ge,-0.05612360587640852,12,True,True,823,0.5300232857142877,336,164,323,4,0,3,3,3,0,279,0.2816000000000205,118,63,98,0,0,1,1,1,0,1102,0.8116232857143082,454,227,421,4,0,4,4,4,0,True,24.0
close_a0.50_r0.20_2b,close,0.5,0.2,2,reliability_asset_strategy_win,ge,0.2910004813364106,12,True,True,823,0.5300232857142877,336,164,323,4,0,3,3,3,0,279,0.2816000000000205,118,63,98,0,0,1,1,1,0,1102,0.8116232857143082,454,227,421,4,0,4,4,4,0,True,24.0
close_a0.50_r0.20_2b,close,0.5,0.2,2,reliability_asset_strategy_win,ge,0.30492914979757085,12,True,True,823,0.5300232857142877,336,164,323,4,0,3,3,3,0,279,0.2816000000000205,118,63,98,0,0,1,1,1,0,1102,0.8116232857143082,454,227,421,4,0,4,4,4,0,True,24.0
close_a0.50_r0.10_1b,close,0.5,0.1,1,trailing_win_rate,le,0.30716723549488056,12,True,True,823,0.40571483714303824,337,165,321,6,0,2,2,1,0,279,0.13388000000016745,120,63,96,2,0,1,1,0,0,1102,0.5395948371432057,457,228,417,8,0,3,3,1,0,True,24.0
close_a0.50_r0.10_1b,close,0.5,0.1,1,reliability_strategy_win,le,0.2792262732483457,10,True,True,823,1.2400553371428962,337,164,322,5,0,3,3,0,0,279,0.043760000000143004,119,64,96,2,0,0,0,0,0,1102,1.2838153371430394,456,228,418,7,0,3,3,0,0,True,23.5
close_a0.50_r0.15_2b,close,0.5,0.15,2,reliability_score,ge,-0.08565533530457692,10,True,True,823,0.6437832857142806,334,164,325,2,0,3,3,2,0,279,0.2973600000000298,119,63,97,1,0,1,1,1,0,1102,0.9411432857143104,453,227,422,3,0,4,4,3,0,True,23.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_strategy_mean_r,ge,0.11093802037669297,7,True,True,823,0.5218059796428337,333,164,326,1,0,3,3,1,0,279,0.3189571428572737,119,63,97,1,0,1,1,0,0,1102,0.8407631225001073,452,227,423,2,0,4,4,1,0,True,23.5
close_a0.50_r0.05_1b,close,0.5,0.05,1,rank_score,le,0.4137125336302984,7,True,True,823,0.3204354714286156,333,164,326,1,0,3,3,1,0,279,0.11812000000015814,119,63,97,1,0,1,1,0,0,1102,0.43855547142877377,452,227,423,2,0,4,4,1,0,True,23.5
close_a0.50_r0.05_1b,close,0.5,0.05,1,rank_score,le,0.44349626195741826,7,True,True,823,0.3204354714286156,333,164,326,1,0,3,3,1,0,279,0.11812000000015814,119,63,97,1,0,1,1,0,0,1102,0.43855547142877377,452,227,423,2,0,4,4,1,0,True,23.5
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_strategy_win,le,0.27726995734308346,11,True,True,823,0.7791303371426019,335,164,324,3,0,3,3,1,0,279,0.2847600000003701,121,64,94,4,0,0,0,0,0,1102,1.063890337142972,456,228,418,7,0,3,3,1,0,True,23.0
close_a0.50_r0.20_2b,close,0.5,0.2,2,reliability_win,ge,0.28630674256749367,11,True,True,823,0.44954328571433533,335,164,324,3,0,3,3,3,0,279,0.2816000000000205,118,63,98,0,0,1,1,1,0,1102,0.7311432857143558,453,227,422,3,0,4,4,4,0,True,23.0
close_a0.50_r0.05_1b,close,0.5,0.05,1,reliability_expected_r,le,0.1395124803801714,8,True,True,823,0.24277090000004434,333,164,326,1,0,3,3,2,0,279,0.11812000000015814,119,63,97,1,0,1,1,0,0,1102,0.3608909000002024,452,227,423,2,0,4,4,2,0,True,23.0
close_a0.50_r0.05_1b,close,0.5,0.05,1,reliability_asset_strategy_mean_r,le,0.23053020459079532,8,True,True,823,0.24277090000004434,333,164,326,1,0,3,3,2,0,279,0.11812000000015814,119,63,97,1,0,1,1,0,0,1102,0.3608909000002024,452,227,423,2,0,4,4,2,0,True,23.0
close_a0.50_r0.15_2b,close,0.5,0.15,2,reliability_score,ge,-0.05612360587640852,9,True,True,823,0.6437832857142806,334,164,325,2,0,3,3,2,0,279,0.2816000000000205,118,63,98,0,0,1,1,1,0,1102,0.9253832857143011,452,227,423,2,0,4,4,3,0,True,22.5
close_a0.50_r0.15_2b,close,0.5,0.15,2,reliability_win,ge,0.28630674256749367,9,True,True,823,0.6437832857142806,334,164,325,2,0,3,3,2,0,279,0.2816000000000205,118,63,98,0,0,1,1,1,0,1102,0.9253832857143011,452,227,423,2,0,4,4,3,0,True,22.5
close_a0.50_r0.15_2b,close,0.5,0.15,2,reliability_asset_strategy_win,ge,0.2910004813364106,9,True,True,823,0.6437832857142806,334,164,325,2,0,3,3,2,0,279,0.2816000000000205,118,63,98,0,0,1,1,1,0,1102,0.9253832857143011,452,227,423,2,0,4,4,3,0,True,22.5
close_a0.50_r0.15_2b,close,0.5,0.15,2,reliability_asset_strategy_win,ge,0.30492914979757085,9,True,True,823,0.6437832857142806,334,164,325,2,0,3,3,2,0,279,0.2816000000000205,118,63,98,0,0,1,1,1,0,1102,0.9253832857143011,452,227,423,2,0,4,4,3,0,True,22.5
close_a0.50_r0.10_2b,close,0.5,0.1,2,quality,le,0.8400000000000001,9,True,True,823,0.4854845082142897,333,164,326,1,0,3,3,2,0,279,0.2823599999999582,119,63,97,1,0,1,1,1,0,1102,0.7678445082142479,452,227,423,2,0,4,4,3,0,True,22.5
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_strategy_win,le,0.2739559235358578,10,True,True,823,0.7311303371425728,334,164,325,2,0,3,3,1,0,279,0.2847600000003701,121,64,94,4,0,0,0,0,0,1102,1.0158903371429429,455,228,419,6,0,3,3,1,0,True,22.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,trailing_win_rate,le,0.28721174004192873,16,True,True,823,0.14287483714297744,339,165,319,8,0,2,2,2,0,279,0.5713120000003556,121,64,94,4,0,0,0,0,0,1102,0.714186837143333,460,229,413,12,0,2,2,2,0,True,22.0
close_a0.50_r0.10_1b,close,0.5,0.1,1,reliability_strategy_win,le,0.27726995734308346,8,True,True,823,1.1300553371428257,335,164,324,3,0,3,3,0,0,279,0.043760000000143004,119,64,96,2,0,0,0,0,0,1102,1.173815337142969,454,228,420,5,0,3,3,0,0,True,21.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,trailing_win_rate,le,0.272264631043257,14,True,True,823,0.31537483714294845,338,165,320,7,0,2,2,1,0,279,0.5713120000003556,121,64,94,4,0,0,0,0,0,1102,0.886686837143304,459,229,414,11,0,2,2,1,0,True,21.5
close_a0.50_r0.15_2b,close,0.5,0.15,2,reliability_win,ge,0.29776452395286457,8,True,True,823,0.5957832857142514,333,164,326,1,0,3,3,2,0,279,0.2816000000000205,118,63,98,0,0,1,1,1,0,1102,0.8773832857142719,451,227,424,1,0,4,4,3,0,True,21.5
close_a0.50_r0.20_2b,close,0.5,0.2,2,trailing_giveback,ge,0.8275796734142848,11,True,True,823,0.2773074082141558,336,165,322,5,0,2,2,2,0,279,0.5149571428574138,119,63,97,1,0,1,1,0,0,1102,0.7922645510715696,455,228,419,6,0,3,3,2,0,True,21.5
close_a0.50_r0.20_2b,close,0.5,0.2,2,reliability_win,ge,0.29776452395286457,9,True,True,823,0.25978328571423875,333,164,326,1,0,3,3,3,0,279,0.2816000000000205,118,63,98,0,0,1,1,1,0,1102,0.5413832857142593,451,227,424,1,0,4,4,4,0,True,21.0
close_a0.50_r0.05_1b,close,0.5,0.05,1,quality,le,0.7296018613408477,6,True,True,823,0.23611400000004257,332,164,327,0,0,3,3,2,0,279,0.09012000000002444,118,63,98,0,0,1,1,0,0,1102,0.32623400000006697,450,227,425,0,0,4,4,2,0,True,21.0
close_a0.50_r0.05_1b,close,0.5,0.05,1,quality,le,0.76,6,True,True,823,0.23611400000004257,332,164,327,0,0,3,3,2,0,279,0.09012000000002444,118,63,98,0,0,1,1,0,0,1102,0.32623400000006697,450,227,425,0,0,4,4,2,0,True,21.0
close_a0.50_r0.05_1b,close,0.5,0.05,1,quality,le,0.7747002262330679,6,True,True,823,0.23611400000004257,332,164,327,0,0,3,3,2,0,279,0.09012000000002444,118,63,98,0,0,1,1,0,0,1102,0.32623400000006697,450,227,425,0,0,4,4,2,0,True,21.0
close_a0.50_r0.10_1b,close,0.5,0.1,1,reliability_strategy_win,le,0.2739559235358578,7,True,True,823,1.0820553371427968,334,164,325,2,0,3,3,0,0,279,0.043760000000143004,119,64,96,2,0,0,0,0,0,1102,1.1258153371429396,453,228,421,4,0,3,3,0,0,True,20.5
close_a0.50_r0.10_1b,close,0.5,0.1,1,reliability_strategy_mean_r,le,0.10973021099308534,10,True,True,823,0.9611526432143187,335,165,323,4,0,2,2,1,0,279,0.0815228571428426,119,63,97,1,0,1,1,1,0,1102,1.042675500357161,454,228,420,5,0,3,3,2,0,True,20.5
close_a0.50_r0.20_2b,close,0.5,0.2,2,quality,ge,0.7296018613408477,10,True,True,823,0.1968274082142035,335,165,323,4,0,2,2,2,0,279,0.5149571428574138,119,63,97,1,0,1,1,0,0,1102,0.7117845510716172,454,228,420,5,0,3,3,2,0,True,20.5
close_a0.50_r0.20_2b,close,0.5,0.2,2,quality,ge,0.76,10,True,True,823,0.1968274082142035,335,165,323,4,0,2,2,2,0,279,0.5149571428574138,119,63,97,1,0,1,1,0,0,1102,0.7117845510716172,454,228,420,5,0,3,3,2,0,True,20.5
close_a0.50_r0.15_2b,close,0.5,0.15,2,trailing_giveback,ge,0.8275796734142848,8,True,True,823,0.4128274082143182,334,165,324,3,0,2,2,1,0,279,0.3189571428572737,119,63,97,1,0,1,1,0,0,1102,0.7317845510715919,453,228,421,4,0,3,3,1,0,True,20.0
close_a0.50_r0.15_2b,close,0.5,0.15,2,quality,ge,0.7296018613408477,8,True,True,823,0.4128274082143182,334,165,324,3,0,2,2,1,0,279,0.3189571428572737,119,63,97,1,0,1,1,0,0,1102,0.7317845510715919,453,228,421,4,0,3,3,1,0,True,20.0
close_a0.50_r0.15_2b,close,0.5,0.15,2,quality,ge,0.76,8,True,True,823,0.4128274082143182,334,165,324,3,0,2,2,1,0,279,0.3189571428572737,119,63,97,1,0,1,1,0,0,1102,0.7317845510715919,453,228,421,4,0,3,3,1,0,True,20.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_score,le,0.07922181291414032,8,True,True,823,0.39421669392860126,333,165,325,2,0,2,2,1,0,279,0.33471714285728305,120,63,96,2,0,1,1,0,0,1102,0.7289338367858843,453,228,421,4,0,3,3,1,0,True,20.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,stability,le,0.2566054712996296,8,True,True,823,0.39421669392860126,333,165,325,2,0,2,2,1,0,279,0.33471714285728305,120,63,96,2,0,1,1,0,0,1102,0.7289338367858843,453,228,421,4,0,3,3,1,0,True,20.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,stability,le,0.33721788339599695,8,True,True,823,0.39421669392860126,333,165,325,2,0,2,2,1,0,279,0.33471714285728305,120,63,96,2,0,1,1,0,0,1102,0.7289338367858843,453,228,421,4,0,3,3,1,0,True,20.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,rank_score,le,0.47499746846600327,8,True,True,823,0.39421669392860126,333,165,325,2,0,2,2,1,0,279,0.33471714285728305,120,63,96,2,0,1,1,0,0,1102,0.7289338367858843,453,228,421,4,0,3,3,1,0,True,20.0
close_a0.50_r0.10_2b,close,0.5,0.1,2,reliability_strategy_win,le,0.3100295778435063,8,True,True,823,0.10982740821429832,333,165,325,2,0,2,2,1,0,279,0.33471714285728305,120,63,96,2,0,1,1,0,0,1102,0.44454455107158136,453,228,421,4,0,3,3,1,0,True,20.0
