behavior,kind,activate_mfe_r,parameter_r,bars,gate_metric,gate_direction,gate_threshold,applications,discovery_pass,validation_pass,disc_n,disc_delta_usd,disc_wins,disc_losses,disc_flats,disc_flat_to_profit,disc_flat_to_loss,disc_losses_improved,disc_loss_to_nonloss,disc_winners_harmed,disc_winner_to_loss,hold_n,hold_delta_usd,hold_wins,hold_losses,hold_flats,hold_flat_to_profit,hold_flat_to_loss,hold_losses_improved,hold_loss_to_nonloss,hold_winners_harmed,hold_winner_to_loss,all_n,all_delta_usd,all_wins,all_losses,all_flats,all_flat_to_profit,all_flat_to_loss,all_losses_improved,all_loss_to_nonloss,all_winners_harmed,all_winner_to_loss,joint_pass,repair_score
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_asset_strategy_mean_r,ge,0.11457466774677837,110,False,False,823,-13.688542326787061,364,164,295,29,3,10,9,39,3,279,-11.279548046426008,125,62,92,5,1,6,5,15,2,1102,-24.968090373213066,489,226,387,34,4,16,14,54,5,False,87.0
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_expected_r,le,0.09587491488518873,50,False,True,823,-0.8144645134470783,354,158,311,15,1,14,11,14,1,279,0.054102303571370136,122,62,95,3,0,2,2,1,0,1102,-0.7603622098757081,476,220,406,18,1,16,13,15,1,False,86.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,ALL,all,,59,False,True,823,-3.447233612858209,355,157,311,16,0,10,10,17,0,279,0.26392164285722747,129,61,89,9,0,3,3,3,0,1102,-3.183311970000982,484,218,400,25,0,13,13,20,0,False,86.5
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_score,le,-0.019076476753512116,62,False,False,823,-2.5497370165372875,358,158,307,19,1,14,11,17,1,279,-0.7398894396076199,125,63,91,7,0,1,1,3,0,1102,-3.289626456144907,483,221,398,26,1,15,12,20,1,False,86.5
lock_a0.50_f0.05,lock,0.5,0.05,1,quality,ge,0.7296018613408477,79,False,False,823,-12.249340333088538,358,162,303,21,3,12,11,30,3,279,-3.248605085712346,122,63,94,3,1,4,3,5,1,1102,-15.497945418800885,480,225,397,24,4,16,14,35,4,False,86.5
lock_a0.50_f0.20,lock,0.5,0.2,1,quality,le,0.7747002262330679,98,False,False,823,-8.13683984257357,363,161,299,27,1,11,8,31,1,279,-7.785293480358224,125,60,94,4,0,6,5,13,1,1102,-15.922133322931796,488,221,393,31,1,17,13,44,2,False,86.5
lock_a0.50_f0.15,lock,0.5,0.15,1,expected_r,ge,0.126843373535016,110,False,False,823,-14.329838119644265,362,165,296,28,3,10,8,41,3,279,-10.37235038392581,125,61,93,4,1,7,6,13,2,1102,-24.702188503570078,487,226,389,32,4,17,14,54,5,False,86.5
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_expected_r,le,0.07339858947124882,58,False,True,823,-0.4601046709296851,357,159,307,19,1,12,10,15,1,279,0.8868220668574577,125,62,92,6,0,2,2,1,0,1102,0.42671739592777247,482,221,399,25,1,14,12,16,1,False,86.0
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_expected_r,le,0.07339858947124882,57,False,True,823,-0.5733206996252836,357,159,307,19,1,12,10,15,1,279,0.6571331572856798,125,62,92,6,0,2,2,1,0,1102,0.08381245766039624,482,221,399,25,1,14,12,16,1,False,86.0
lock_a0.50_f0.10,lock,0.5,0.1,1,expected_r,le,0.161674278018405,64,False,False,823,-3.468961520108482,359,160,304,21,2,13,10,18,1,279,-0.48930197532107256,124,62,93,5,0,2,2,3,0,1102,-3.958263495429555,483,222,397,26,2,15,12,21,1,False,86.0
lock_a0.50_f0.02,lock,0.5,0.02,1,quality,ge,0.7296018613408477,69,False,False,823,-11.34649630194988,355,162,306,18,3,12,11,24,3,279,-3.427591677140719,121,63,95,2,1,4,3,5,1,1102,-14.774087979090599,476,225,401,20,4,16,14,29,4,False,85.5
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_strategy_win,ge,0.2792262732483457,105,False,False,823,-14.06852361535632,360,164,299,25,3,12,8,42,2,279,-7.872582991068457,123,61,95,2,1,7,6,10,2,1102,-21.94110660642478,483,225,394,27,4,19,14,52,4,False,85.5
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_expected_r,le,0.09587491488518873,44,False,False,823,-0.37073389695036907,352,158,313,13,1,14,11,11,1,279,-0.04984693571429546,121,62,96,2,0,2,2,1,0,1102,-0.4205808326646646,473,220,409,15,1,16,13,12,1,False,85.0
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_win,le,0.29776452395286457,49,False,True,823,-0.8521547276636188,353,162,308,16,3,13,10,9,2,279,0.344269498571152,123,62,94,4,0,2,2,2,0,1102,-0.5078852290924671,476,224,402,20,3,15,12,11,2,False,85.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_score,le,0.22156966219986063,49,False,True,823,-3.3466677200010055,352,157,314,13,0,10,10,13,0,279,1.0488902142860401,128,61,90,8,0,3,3,2,0,1102,-2.2977775057149654,480,218,404,21,0,13,13,15,0,False,85.0
lock_a0.50_f0.02,lock,0.5,0.02,1,trailing_giveback,ge,0.8494403079273415,61,False,False,823,-6.5324963477363305,354,159,310,16,1,11,10,19,1,279,-1.928080437142532,122,61,96,2,0,5,4,7,1,1102,-8.460576784878864,476,220,406,18,1,16,14,26,2,False,85.0
lock_a0.50_f0.05,lock,0.5,0.05,1,quality,le,0.7747002262330679,66,False,False,823,-4.6973773174286855,354,161,308,18,1,11,8,19,1,279,-4.002502248215755,124,60,95,3,0,6,5,8,1,1102,-8.69987956564444,478,221,403,21,1,17,13,27,2,False,85.0
lock_a0.50_f0.05,lock,0.5,0.05,1,trailing_giveback,ge,0.8494403079273415,70,False,False,823,-8.135421249339439,356,159,308,18,1,11,10,25,1,279,-1.719960887500032,123,61,95,3,0,5,4,7,1,1102,-9.855382136839472,479,220,403,21,1,16,14,32,2,False,85.0
lock_a0.50_f0.15,lock,0.5,0.15,1,quality,le,0.76,78,False,False,823,-5.807278959430738,357,161,305,21,1,11,8,24,1,279,-6.652176199999394,124,60,95,3,0,6,5,9,1,1102,-12.45945515943013,481,221,400,24,1,17,13,33,2,False,85.0
lock_a0.50_f0.20,lock,0.5,0.2,1,quality,le,0.76,86,False,False,823,-6.977619771145144,359,161,303,23,1,11,8,27,1,279,-6.635668975000951,124,60,95,3,0,6,5,10,1,1102,-13.613288746146097,483,221,398,26,1,17,13,37,2,False,85.0
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_win,le,0.29776452395286457,56,False,False,823,-1.3382739580889542,354,162,307,17,3,13,10,13,2,279,-3.0875626553582456,124,62,93,5,0,2,2,3,0,1102,-4.4258366134472,478,224,400,22,3,15,12,16,2,False,84.5
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_strategy_mean_r,le,0.10973021099308534,62,False,False,823,-1.3255752386962616,352,162,309,17,1,10,8,16,2,279,-5.1026372185711875,126,59,94,4,0,5,5,6,0,1102,-6.42821245726745,478,221,403,21,1,15,13,22,2,False,84.5
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_asset_strategy_mean_r,ge,0.11457466774677837,98,False,False,823,-14.79659239643026,359,164,300,24,3,10,9,36,3,279,-8.53154629285667,125,62,92,5,1,6,5,13,2,1102,-23.32813868928693,484,226,392,29,4,16,14,49,5,False,84.5
lock_a0.50_f0.02,lock,0.5,0.02,1,quality,le,0.7747002262330679,56,False,False,823,-3.464292710686351,350,161,312,14,1,11,8,14,1,279,-0.584342838571825,124,60,95,3,0,6,5,7,1,1102,-4.048635549258176,474,221,407,17,1,17,13,21,2,False,84.0
lock_a0.50_f0.15,lock,0.5,0.15,1,trailing_giveback,ge,0.8576054056457244,82,False,False,823,-7.59709985962718,360,159,304,23,0,9,9,29,1,279,-1.4344306302133996,127,61,91,7,0,5,4,9,1,1102,-9.03153048984058,487,220,395,30,0,14,13,38,2,False,84.0
lock_a0.50_f0.05,lock,0.5,0.05,1,quality,ge,0.76,71,False,False,823,-9.866740379517093,355,162,306,18,3,12,11,27,3,279,-2.718265085712578,122,63,94,3,1,3,3,4,1,1102,-12.58500546522967,477,225,400,21,4,15,14,31,4,False,84.0
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_win,ge,0.28630674256749367,98,False,False,823,-12.88378057321398,361,162,300,25,2,10,9,38,2,279,-5.347053841068492,123,62,94,3,1,6,5,10,2,1102,-18.23083441428247,484,224,394,28,3,16,14,48,4,False,84.0
lock_a0.50_f0.15,lock,0.5,0.15,1,stability,le,0.11245498270748465,58,False,True,823,0.19072359858994614,360,159,304,22,1,12,10,14,1,279,0.10327451442852625,124,63,92,6,0,1,1,2,0,1102,0.29399811301847234,484,222,396,28,1,13,11,16,1,False,83.5
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_score,le,-0.019076476753512116,50,False,False,823,-0.27600001344707537,354,158,311,15,1,14,11,12,1,279,-0.7645727982145701,123,63,93,5,0,1,1,2,0,1102,-1.0405728116616455,477,221,404,20,1,15,12,14,1,False,83.5
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_strategy_mean_r,le,0.10973021099308534,69,False,False,823,-1.495851036000409,353,162,308,18,1,10,8,19,2,279,-5.13209938071547,126,59,94,4,0,5,5,7,0,1102,-6.62795041671588,479,221,402,22,1,15,13,26,2,False,83.5
lock_a0.50_f0.20,lock,0.5,0.2,1,trailing_giveback,ge,0.8576054056457244,86,False,False,823,-7.798910479502688,361,159,303,24,0,9,9,31,1,279,-1.9525523224281367,127,61,91,7,0,5,4,10,1,1102,-9.751462801930824,488,220,394,31,0,14,13,41,2,False,83.5
lock_a0.50_f0.02,lock,0.5,0.02,1,quality,ge,0.76,63,False,False,823,-9.10501198623518,353,162,308,16,3,12,11,22,3,279,-2.8848908199980707,121,63,95,2,1,3,3,4,1,1102,-11.989902806233252,474,225,403,18,4,15,14,26,4,False,83.5
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_asset_strategy_win,ge,0.30492914979757085,98,False,False,823,-14.129764794642544,360,162,301,25,1,10,9,39,3,279,-5.347053841068492,123,62,94,3,1,6,5,10,2,1102,-19.476818635711034,483,224,395,28,2,16,14,49,5,False,83.5
lock_a0.50_f0.10,lock,0.5,0.1,1,expected_r,ge,0.126843373535016,98,False,False,823,-15.416902496430225,357,165,301,23,3,10,8,39,3,279,-7.570748321428125,125,61,93,4,1,7,6,11,2,1102,-22.987650817858352,482,226,394,27,4,17,14,50,5,False,83.5
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_strategy_mean_r,ge,0.10973021099308534,122,False,False,823,-18.034419572073798,373,162,288,36,3,12,10,48,2,279,-7.228119691712187,124,65,90,7,1,3,2,12,2,1102,-25.262539263785982,497,227,378,43,4,15,12,60,4,False,83.5
lock_a0.50_f0.20,lock,0.5,0.2,1,expected_r,ge,0.126843373535016,123,False,False,823,-16.58150684428763,364,165,294,30,3,10,8,49,3,279,-11.228150571427854,125,61,93,4,1,7,6,15,2,1102,-27.809657415715485,489,226,387,34,4,17,14,64,5,False,83.5
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_asset_strategy_mean_r,ge,0.11457466774677837,124,False,False,823,-15.899225930002011,366,164,293,31,3,10,9,47,3,279,-13.247041139285114,125,62,92,5,1,6,5,18,2,1102,-29.146267069287127,491,226,385,36,4,16,14,65,5,False,83.5
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_strategy_win,ge,0.2792262732483457,86,False,False,823,-13.000123173035075,354,164,305,19,3,12,8,34,2,279,-5.242348607141492,122,61,96,1,1,7,6,9,2,1102,-18.24247178017657,476,225,401,20,4,19,14,43,4,False,83.0
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_asset_strategy_mean_r,ge,0.11457466774677837,83,False,False,823,-11.629074412498834,354,164,305,19,3,10,9,30,3,279,-7.939194941071154,124,62,93,4,1,6,5,10,2,1102,-19.56826935356999,478,226,398,23,4,16,14,40,5,False,83.0
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_score,le,-0.019076476753512116,43,False,False,823,0.27561900304960263,352,158,313,13,1,14,11,8,1,279,-0.9387914157144954,122,63,94,4,0,1,1,2,0,1102,-0.663172412664893,474,221,407,17,1,15,12,10,1,False,82.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_asset_strategy_win,le,0.459540486044784,54,False,True,823,-3.9593946485723994,354,158,311,16,0,9,9,14,0,279,0.26327878571444135,129,61,89,9,0,3,3,3,0,1102,-3.696115862857959,483,219,400,25,0,12,12,17,0,False,82.5
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_asset_strategy_mean_r,le,0.1569651527438252,62,False,False,823,-3.9066524415373154,355,159,309,17,1,14,10,20,1,279,-0.48930197532107256,124,62,93,5,0,2,2,3,0,1102,-4.3959544168583875,479,221,402,22,1,16,12,23,1,False,82.5
lock_a0.50_f0.10,lock,0.5,0.1,1,trailing_giveback,ge,0.8576054056457244,73,False,False,823,-8.2554370968956,358,159,306,21,0,9,9,26,1,279,-1.323151689607017,125,61,93,5,0,5,4,7,1,1102,-9.578588786502618,483,220,399,26,0,14,13,33,2,False,82.5
lock_a0.50_f0.10,lock,0.5,0.1,1,quality,le,0.7747002262330679,80,False,False,823,-8.348245749145052,357,161,305,21,1,11,8,27,1,279,-4.674154478572391,124,60,95,3,0,6,5,11,1,1102,-13.022400227717444,481,221,400,24,1,17,13,38,2,False,82.5
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_asset_strategy_mean_r,ge,0.11457466774677837,72,False,False,823,-9.964021918571255,350,164,309,15,3,10,9,24,3,279,-4.543776058569756,124,62,93,4,1,6,5,9,2,1102,-14.50779797714101,474,226,402,19,4,16,14,33,5,False,82.5
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_strategy_win,ge,0.2792262732483457,78,False,False,823,-11.953506322071831,351,164,308,16,3,12,8,29,2,279,-5.397747942855188,122,61,96,1,1,7,6,9,2,1102,-17.35125426492702,473,225,404,17,4,19,14,38,4,False,82.5
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_win,ge,0.28630674256749367,92,False,False,823,-13.718984117857758,359,162,302,23,2,10,9,36,2,279,-5.6587305428552614,123,62,94,3,1,6,5,11,2,1102,-19.377714660713018,482,224,396,26,3,16,14,47,4,False,82.5
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_strategy_win,ge,0.2792262732483457,96,False,False,823,-15.037050796072188,356,164,303,21,3,12,8,40,2,279,-5.4551479285695486,123,61,95,2,1,7,6,10,2,1102,-20.49219872464174,479,225,398,23,4,19,14,50,4,False,82.5
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_win,ge,0.28630674256749367,109,False,False,823,-14.599847115713965,363,162,298,27,2,10,9,42,2,279,-7.613568782140389,123,62,94,3,1,6,5,13,2,1102,-22.213415897854354,486,224,392,30,3,16,14,55,4,False,82.5
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_strategy_win,ge,0.2792262732483457,116,False,False,823,-16.788979338570787,361,164,298,26,3,12,8,47,2,279,-10.099285178568957,123,61,95,2,1,7,6,13,2,1102,-26.888264517139746,484,225,393,28,4,19,14,60,4,False,82.5
lock_a0.50_f0.20,lock,0.5,0.2,1,stability,le,0.11245498270748465,62,False,False,823,-0.09752957092916614,360,159,304,22,1,12,10,16,1,279,-0.8516645759996941,124,63,92,6,0,1,1,3,0,1102,-0.9491941469288607,484,222,396,28,1,13,11,19,1,False,82.0
lock_a0.50_f0.05,lock,0.5,0.05,1,expected_r,le,0.161674278018405,51,False,False,823,-1.502931704518428,354,160,309,16,2,13,10,13,1,279,-0.45745585178578174,122,62,95,3,0,2,2,2,0,1102,-1.96038755630421,476,222,404,19,2,15,12,15,1,False,82.0
lock_a0.50_f0.02,lock,0.5,0.02,1,quality,le,0.76,51,False,False,823,-2.6657947392578367,347,161,315,11,1,11,8,13,1,279,-0.4306108385717631,124,60,95,3,0,6,5,6,1,1102,-3.0964055778296,471,221,410,14,1,17,13,19,2,False,82.0
lock_a0.50_f0.05,lock,0.5,0.05,1,quality,le,0.76,60,False,False,823,-3.999120246000354,350,161,312,14,1,11,8,18,1,279,-3.858378498215778,124,60,95,3,0,6,5,7,1,1102,-7.857498744216132,474,221,407,17,1,17,13,25,2,False,82.0
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_asset_strategy_win,ge,0.30492914979757085,92,False,False,823,-14.940399646429057,358,162,303,23,1,10,9,37,3,279,-5.6587305428552614,123,62,94,3,1,6,5,11,2,1102,-20.599130189284317,481,224,397,26,2,16,14,48,5,False,82.0
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_strategy_mean_r,ge,0.10973021099308534,101,False,False,823,-17.262353689073816,366,162,295,29,3,12,10,38,2,279,-5.784456718176621,123,65,91,6,1,3,2,9,2,1102,-23.046810407250433,489,227,386,35,4,15,12,47,4,False,82.0
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_asset_strategy_win,ge,0.30492914979757085,109,False,False,823,-15.863567744285378,362,162,299,27,1,10,9,43,3,279,-7.613568782140389,123,62,94,3,1,6,5,13,2,1102,-23.477136526425767,485,224,393,30,2,16,14,56,5,False,82.0
lock_a0.50_f0.02,lock,0.5,0.02,1,expected_r,le,0.161674278018405,46,False,False,823,-1.0334334405218069,353,160,310,15,2,13,10,10,1,279,-0.5977567800001092,121,62,96,2,0,2,2,2,0,1102,-1.631190220521916,474,222,406,17,2,15,12,12,1,False,81.5
lock_a0.50_f0.15,lock,0.5,0.15,1,trailing_win_rate,le,0.30716723549488056,68,False,False,823,-0.18116123712646393,361,162,300,24,3,12,9,16,1,279,-3.5375889498573825,126,63,90,8,0,1,1,4,0,1102,-3.7187501869838466,487,225,390,32,3,13,10,20,1,False,81.5
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_asset_strategy_win,le,0.30492914979757085,71,False,False,823,-1.4202416406979843,361,163,299,25,3,11,8,16,1,279,-5.2753610480718365,127,62,90,8,0,2,2,6,0,1102,-6.695602688769823,488,225,389,33,3,13,10,22,1,False,81.5
lock_a0.50_f0.02,lock,0.5,0.02,1,expected_r,ge,0.126843373535016,72,False,False,823,-10.319339324285457,348,165,310,14,3,10,8,26,3,279,-3.9179518785696383,124,61,94,3,1,7,6,8,2,1102,-14.237291202855095,472,226,404,17,4,17,14,34,5,False,81.5
lock_a0.50_f0.05,lock,0.5,0.05,1,expected_r,ge,0.126843373535016,84,False,False,823,-12.228398819641779,352,165,306,18,3,10,8,33,3,279,-7.345530946428243,124,61,94,3,1,7,6,9,2,1102,-19.573929766070023,476,226,400,21,4,17,14,42,5,False,81.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,trailing_win_rate,le,0.4868421052631579,51,False,True,823,-2.787496434286198,353,158,312,15,0,9,9,14,0,279,1.0488902142860401,128,61,90,8,0,3,3,2,0,1102,-1.7386062200001584,481,219,402,23,0,12,12,16,0,False,81.0
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_win,le,0.3761738273374446,45,False,False,823,-3.2983031485724688,350,157,316,11,0,10,10,12,0,279,-0.3818332142855283,126,61,92,6,0,3,3,3,0,1102,-3.680136362857997,476,218,408,17,0,13,13,15,0,False,81.0
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_win,ge,0.28630674256749367,80,False,False,823,-12.00637530178507,355,162,306,19,2,10,9,31,2,279,-5.309088137498691,122,62,95,2,1,6,5,9,2,1102,-17.31546343928376,477,224,401,21,3,16,14,40,4,False,81.0
lock_a0.50_f0.15,lock,0.5,0.15,1,trailing_win_rate,ge,0.30716723549488056,100,False,False,823,-15.705402126785557,358,163,302,24,1,9,8,40,3,279,-7.084825939282946,124,61,94,3,1,7,6,12,2,1102,-22.7902280660685,482,224,396,27,2,16,14,52,5,False,81.0
lock_a0.50_f0.10,lock,0.5,0.1,1,quality,le,0.76,72,False,False,823,-7.285999606287886,353,161,309,17,1,11,8,25,1,279,-4.373676621429487,124,60,95,3,0,6,5,9,1,1102,-11.659676227717371,477,221,404,20,1,17,13,34,2,False,80.5
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_asset_strategy_win,ge,0.30492914979757085,80,False,False,823,-13.194844787499786,354,162,307,19,1,10,9,32,3,279,-5.309088137498691,122,62,95,2,1,6,5,9,2,1102,-18.503932924998477,476,224,402,21,2,16,14,41,5,False,80.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_asset_strategy_mean_r,le,0.41417781315300256,48,False,True,823,-1.388103255714897,351,158,314,13,0,9,9,12,0,279,1.0495330714288262,128,61,90,8,0,3,3,2,0,1102,-0.33857018428607066,479,219,404,21,0,12,12,14,0,False,80.0
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_asset_strategy_mean_r,le,0.1569651527438252,49,False,False,823,-1.5589313330900447,351,159,313,13,1,14,10,14,1,279,-0.45745585178578174,122,62,95,3,0,2,2,2,0,1102,-2.0163871848758266,473,221,408,16,1,16,12,16,1,False,80.0
close_a0.50_r0.15_1b,close,0.5,0.15,1,ALL,all,,50,False,False,823,-3.335193612858178,351,157,315,12,0,10,10,15,0,279,-0.3911903571426478,126,61,92,6,0,3,3,4,0,1102,-3.7263839700008257,477,218,407,18,0,13,13,19,0,False,80.0
lock_a0.50_f0.05,lock,0.5,0.05,1,reliability_strategy_mean_r,ge,0.10973021099308534,87,False,False,823,-12.815262822570883,363,162,298,26,3,12,10,31,2,279,-6.091643392855531,120,65,94,3,1,3,2,8,2,1102,-18.906906215426414,483,227,392,29,4,15,12,39,4,False,80.0
lock_a0.50_f0.10,lock,0.5,0.1,1,trailing_win_rate,ge,0.30716723549488056,93,False,False,823,-16.518780725000624,356,163,304,22,1,9,8,38,3,279,-4.783886328569533,124,61,94,3,1,7,6,12,2,1102,-21.302667053570158,480,224,398,25,2,16,14,50,5,False,80.0
lock_a0.50_f0.20,lock,0.5,0.2,1,trailing_win_rate,ge,0.30716723549488056,110,False,False,823,-17.44329361571396,360,163,300,26,1,9,8,44,3,279,-8.029739460711982,124,61,94,3,1,7,6,14,2,1102,-25.473033076425942,484,224,394,29,2,16,14,58,5,False,80.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,trailing_win_rate,le,0.4057971014492754,45,False,True,823,-1.9602375057145722,352,158,313,14,0,9,9,11,0,279,0.7188902142860322,126,61,92,6,0,3,3,2,0,1102,-1.2413472914285406,478,219,405,20,0,12,12,13,0,False,79.5
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_expected_r,le,0.07339858947124882,51,False,True,823,-1.985906902249996,353,159,311,15,1,12,10,16,1,279,0.3577064246788998,123,62,94,4,0,2,2,1,0,1102,-1.6282004775710965,476,221,405,19,1,14,12,17,1,False,79.5
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_asset_strategy_mean_r,le,0.1569651527438252,44,False,False,823,-1.0461920505218043,350,159,314,12,1,14,10,11,1,279,-0.5977567800001092,121,62,96,2,0,2,2,2,0,1102,-1.6439488305219137,471,221,410,14,1,16,12,13,1,False,79.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,rank_score,le,0.5719960562151344,52,False,True,823,-2.7183993985718544,352,158,313,14,0,9,9,15,0,279,1.0495330714288262,128,61,90,8,0,3,3,2,0,1102,-1.6688663271430286,480,219,403,22,0,12,12,17,0,False,79.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,trailing_giveback,le,0.8967585507542115,52,False,True,823,-2.7614118985718736,352,158,313,14,0,9,9,15,0,279,1.0495330714288262,128,61,90,8,0,3,3,2,0,1102,-1.7118788271430478,480,219,403,22,0,12,12,17,0,False,79.5
lock_a0.50_f0.20,lock,0.5,0.2,1,reliability_asset_strategy_win,le,0.30492914979757085,75,False,False,823,-1.8590300566461575,361,163,299,25,3,11,8,20,1,279,-4.746650290287269,127,62,90,8,0,2,2,6,0,1102,-6.6056803469334255,488,225,389,33,3,13,10,26,1,False,79.5
close_a0.50_r0.15_1b,close,0.5,0.15,1,reliability_score,le,0.22156966219986063,40,False,True,823,-3.219627720000987,348,157,318,9,0,10,10,11,0,279,0.4037782142860707,125,61,93,5,0,3,3,2,0,1102,-2.815849505714916,473,218,411,14,0,13,13,13,0,False,79.0
lock_a0.50_f0.20,lock,0.5,0.2,1,trailing_win_rate,le,0.30716723549488056,73,False,False,823,-0.6218427566461546,361,162,300,24,3,12,9,20,1,279,-4.330479611715675,126,63,90,8,0,1,1,5,0,1102,-4.95232236836183,487,225,390,32,3,13,10,25,1,False,79.0
lock_a0.50_f0.15,lock,0.5,0.15,1,reliability_win,le,0.28630674256749367,69,False,False,823,-2.7436997906980403,358,163,302,23,2,11,8,17,2,279,-5.2753610480718365,127,62,90,8,0,2,2,6,0,1102,-8.019060838769878,485,225,392,31,2,13,10,23,2,False,79.0
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_win,ge,0.28630674256749367,72,False,False,823,-10.92434086000025,351,162,310,15,2,10,9,27,2,279,-5.485802337141017,122,62,95,2,1,6,5,9,2,1102,-16.410143197141267,473,224,405,17,3,16,14,36,4,False,79.0
lock_a0.50_f0.15,lock,0.5,0.15,1,trailing_giveback,le,0.8576054056457244,85,False,False,823,-8.03038050428484,359,166,298,25,4,12,8,26,3,279,-9.187984258926928,123,63,93,4,1,3,3,7,1,1102,-17.21836476321177,482,229,391,29,5,15,11,33,4,False,79.0
lock_a0.50_f0.15,lock,0.5,0.15,1,stability,ge,0.11245498270748465,111,False,False,823,-15.949711105359,358,168,297,26,4,9,7,42,4,279,-10.725689403568854,126,61,92,5,1,7,6,14,2,1102,-26.675400508927858,484,229,389,31,5,16,13,56,6,False,79.0
close_a0.50_r0.20_1b,close,0.5,0.2,1,reliability_score,le,0.18421042163583867,44,False,True,823,-1.5857105771432214,350,158,315,12,0,9,9,11,0,279,1.0088902142860001,127,61,91,7,0,3,3,2,0,1102,-0.5768203628572217,477,219,406,19,0,12,12,13,0,False,78.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,expected_r,le,0.45361065785615307,50,False,True,823,-2.748399398571827,351,158,314,13,0,9,9,15,0,279,1.0488902142860401,128,61,90,8,0,3,3,2,0,1102,-1.6995091842857875,479,219,404,21,0,12,12,17,0,False,78.5
close_a0.50_r0.20_1b,close,0.5,0.2,1,stability,le,0.44472442584298566,50,False,True,823,-2.7404118985719688,353,158,312,15,0,9,9,15,0,279,0.7188902142860322,126,61,92,6,0,3,3,2,0,1102,-2.021521684285937,479,219,404,21,0,12,12,17,0,False,78.5
lock_a0.50_f0.10,lock,0.5,0.1,1,reliability_strategy_mean_r,le,0.10973021099308534,53,False,False,823,-2.7776006453205486,347,162,314,12,1,10,8,17,2,279,-2.389383150001147,125,59,95,3,0,5,5,5,0,1102,-5.166983795321696,472,221,409,15,1,15,13,22,2,False,78.5
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_asset_strategy_win,ge,0.30492914979757085,72,False,False,823,-12.082267397143688,350,162,311,15,1,10,9,28,3,279,-5.485802337141017,122,62,95,2,1,6,5,9,2,1102,-17.568069734284705,472,224,406,17,2,16,14,37,5,False,78.5
lock_a0.50_f0.02,lock,0.5,0.02,1,reliability_strategy_mean_r,ge,0.10973021099308534,78,False,False,823,-11.865401281243615,360,162,301,23,3,12,10,26,2,279,-6.261504142855086,119,65,95,2,1,3,2,8,2,1102,-18.1269054240987,479,227,396,25,4,15,12,34,4,False,78.5
lock_a0.50_f0.05,lock,0.5,0.05,1,trailing_win_rate,ge,0.30716723549488056,81,False,False,823,-14.76801464107125,352,163,308,18,1,9,8,33,3,279,-4.515214601784402,123,61,95,2,1,7,6,10,2,1102,-19.283229242855654,475,224,403,20,2,16,14,43,5,False,78.5
