week_start,start_equity,end_equity,weekly_return_pct,campaigns_entered,campaigns_closed,max_drawdown_pct,ge5,ge10
2026-06-01,100.0,107.62588249285807,7.6258824928580715,141,141,-4.637645574907678,True,False
2026-06-08,107.62588249285807,112.16166239285779,4.214395083172229,63,63,-1.538770135872236,False,False
2026-06-15,112.16166239285779,126.81852337142959,13.067621026545261,99,95,-0.701371612825652,True,True
2026-06-22,126.81852337142959,142.66984119214482,12.49921336356319,98,98,-1.5876392520339566,True,True
2026-06-29,142.66984119214482,157.92701384928762,10.694041943030385,89,88,-1.8107151429549995,True,True
2026-07-06,157.92701384928762,179.39176968143096,13.591566958030054,87,86,-0.976777268905249,True,True
2026-07-13,179.39176968143096,198.52002927650193,10.662841237945031,96,96,-1.7792056367113562,True,True
2026-07-20,198.52002927650193,231.0649465902201,16.39377015625414,147,145,-1.0458857417301348,True,True
2026-07-27,231.0649465902201,256.6643145150782,11.078862589338168,101,101,-1.2190950797214328,True,True
2026-08-03,256.6643145150782,297.96994053043676,16.093248527127034,73,73,-0.9890310962062276,True,True
2026-08-10,297.96994053043676,337.4231242104393,13.240658977133467,105,105,-0.639373063729709,True,True
