target,rule_type,field1,dir1,threshold1,quantile1,field2,dir2,threshold2,quantile2,disc_excluded,disc_excluded_pct,disc_target_removed,disc_wins_removed,disc_losses_removed,disc_flats_removed,disc_selection_frozen_delta_usd,disc_winner_pnl_removed,disc_loss_pnl_removed,disc_target_precision,valid_excluded,valid_excluded_pct,valid_target_removed,valid_wins_removed,valid_losses_removed,valid_flats_removed,valid_selection_frozen_delta_usd,valid_winner_pnl_removed,valid_loss_pnl_removed,valid_target_precision,discovery_pass,repair_score
barely_developed_loss,1D,expected_r,ge,0.45361065785615307,0.8,,,,,166,0.20170109356014582,20,84,31,51,-37.07127250714359,50.510469864285454,-13.43919735714186,0.12048192771084337,39,0.16455696202531644,3,22,8,9,-31.329693178574296,34.88927175000286,-3.5595785714285646,0.07692307692307693,False,-485.25
barely_developed_loss,1D,stability,ge,0.44472442584298566,0.8,,,,,166,0.20170109356014582,16,82,27,57,-34.38209054285808,44.02333075714308,-9.641240214285002,0.0963855421686747,49,0.20675105485232068,6,24,12,13,-33.645969964288625,38.436209250002605,-4.790239285713979,0.12244897959183673,False,-489.75
barely_developed_loss,1D,reliability_win,le,0.2774425059218657,0.3,,,,,248,0.30133657351154314,20,69,54,125,-26.007931450928844,54.388456863428544,-28.380525412499704,0.08064516129032258,92,0.3881856540084388,9,31,19,42,-19.2162744820015,33.72175939628873,-14.50548491428723,0.09782608695652174,False,-495.0
severe_mae_loss,1D,expected_r,ge,0.45361065785615307,0.8,,,,,166,0.20170109356014582,12,84,31,51,-37.07127250714359,50.510469864285454,-13.43919735714186,0.07228915662650602,39,0.16455696202531644,5,22,8,9,-31.329693178574296,34.88927175000286,-3.5595785714285646,0.1282051282051282,False,-497.25
severe_mae_loss,1D,reliability_asset_strategy_win,le,0.2910004813364106,0.3,,,,,247,0.3001215066828676,11,73,51,123,-27.38130722950071,54.17166192771426,-26.790354698213548,0.044534412955465584,72,0.3037974683544304,4,23,16,33,-15.170546410572655,26.243259967717098,-11.072713557144441,0.05555555555555555,False,-498.75
severe_mae_loss,1D,expected_r,le,0.126843373535016,0.3,,,,,248,0.30133657351154314,12,75,56,117,-22.29903754735733,50.235270924142434,-27.936233376785104,0.04838709677419355,74,0.31223628691983124,4,23,19,32,-11.252970356999505,22.839305128428524,-11.58633477142902,0.05405405405405406,False,-504.5
severe_mae_loss,1D,stability,ge,0.44472442584298566,0.8,,,,,166,0.20170109356014582,13,82,27,57,-34.38209054285808,44.02333075714308,-9.641240214285002,0.0783132530120482,49,0.20675105485232068,5,24,12,13,-33.645969964288625,38.436209250002605,-4.790239285713979,0.10204081632653061,False,-504.75
severe_mae_loss,1D,reliability_strategy_win,le,0.2731983805668016,0.1,,,,,122,0.14823815309842042,10,37,25,60,-26.839834760146775,40.452661072288954,-13.612826312142177,0.08196721311475409,131,0.5527426160337553,11,49,33,49,-70.93156876414848,93.05949024986428,-22.127921485715795,0.08396946564885496,False,-507.25
barely_developed_loss,1D,reliability_win,ge,0.3761738273374446,0.8,,,,,165,0.20048602673147023,17,92,37,36,-24.19096341714304,36.21188072428515,-12.020917307142117,0.10303030303030303,36,0.1518987341772152,8,24,12,0,-9.98682015250034,14.817309438214098,-4.830489285713757,0.2222222222222222,False,-511.25
barely_developed_loss,1D,reliability_score,le,-0.019076476753512116,0.4,,,,,329,0.3997569866342649,28,96,71,162,-26.693897393790103,65.16525202057514,-38.47135462678504,0.0851063829787234,87,0.3670886075949367,11,24,23,40,-11.975001749856977,27.524416771287285,-15.54941502143031,0.12643678160919541,False,-530.0
barely_developed_loss,1D,reliability_asset_strategy_win,ge,0.459540486044784,0.8,,,,,166,0.20170109356014582,17,90,38,38,-24.575726902857465,37.286879138570896,-12.711152235713431,0.10240963855421686,42,0.17721518987341772,9,28,14,0,-20.771396223930605,26.28999622393023,-5.51859999999963,0.21428571428571427,False,-531.0
barely_developed_loss,1D,quality,le,0.7163555457730956,0.2,,,,,165,0.20048602673147023,21,85,47,33,-21.79776101357149,40.274063020714195,-18.476302007142717,0.12727272727272726,67,0.28270042194092826,12,34,21,12,-20.28831043821514,29.414020509643912,-9.125710071428765,0.1791044776119403,False,-535.0
barely_developed_loss,1D,trailing_giveback,le,0.8275796734142848,0.2,,,,,166,0.20170109356014582,15,70,38,58,-22.685662260000257,39.04037324571427,-16.354710985714014,0.09036144578313253,66,0.27848101265822783,8,37,15,14,-49.356146727503614,55.93280204893244,-6.57665532142882,0.12121212121212122,False,-541.0
severe_mae_loss,1D,reliability_win,ge,0.3761738273374446,0.8,,,,,165,0.20048602673147023,15,92,37,36,-24.19096341714304,36.21188072428515,-12.020917307142117,0.09090909090909091,36,0.1518987341772152,3,24,12,0,-9.98682015250034,14.817309438214098,-4.830489285713757,0.08333333333333333,False,-547.25
barely_developed_loss,1D,decision_hour,le,10.0,0.3,,,,,259,0.31470230862697446,16,88,42,129,-39.103320418358855,62.63373308657332,-23.530412668214474,0.06177606177606178,66,0.27848101265822783,5,24,11,31,-18.099575053428584,26.57706307485681,-8.47748802142822,0.07575757575757576,False,-547.25
barely_developed_loss,1D,reliability_strategy_win,le,0.2739559235358578,0.2,,,,,173,0.21020656136087484,15,54,34,85,-39.53940370164617,60.004649642716984,-20.465245941070815,0.08670520231213873,131,0.5527426160337553,15,49,33,49,-70.93156876414848,93.05949024986428,-22.127921485715795,0.11450381679389313,False,-549.0
severe_mae_loss,1D,reliability_win,le,0.2774425059218657,0.3,,,,,248,0.30133657351154314,11,69,54,125,-26.007931450928844,54.388456863428544,-28.380525412499704,0.04435483870967742,92,0.3881856540084388,4,31,19,42,-19.2162744820015,33.72175939628873,-14.50548491428723,0.043478260869565216,False,-552.0
severe_mae_loss,1D,reliability_asset_strategy_win,ge,0.459540486044784,0.8,,,,,166,0.20170109356014582,17,90,38,38,-24.575726902857465,37.286879138570896,-12.711152235713431,0.10240963855421686,42,0.17721518987341772,5,28,14,0,-20.771396223930605,26.28999622393023,-5.51859999999963,0.11904761904761904,False,-555.0
barely_developed_loss,1D,reliability_score,ge,0.22156966219986063,0.8,,,,,165,0.20048602673147023,21,93,35,37,-30.437635252857753,45.62632941714271,-15.188694164284968,0.12727272727272726,54,0.22784810126582278,7,30,13,11,-32.97091617857433,38.08644117857408,-5.115524999999748,0.12962962962962962,False,-561.75
severe_mae_loss,1D,trailing_giveback,le,0.8275796734142848,0.2,,,,,166,0.20170109356014582,10,70,38,58,-22.685662260000257,39.04037324571427,-16.354710985714014,0.060240963855421686,66,0.27848101265822783,6,37,15,14,-49.356146727503614,55.93280204893244,-6.57665532142882,0.09090909090909091,False,-568.0
barely_developed_loss,1D,reliability_strategy_mean_r,ge,0.14673061446425303,0.7,,,,,272,0.330498177399757,24,112,46,114,-42.23318316785783,64.52836438214362,-22.295181214285787,0.08823529411764706,39,0.16455696202531644,2,16,4,19,-10.16669762857046,12.794661199999272,-2.627963571428813,0.05128205128205128,False,-569.75
barely_developed_loss,1D,reliability_expected_r,le,0.09587491488518873,0.4,,,,,329,0.3997569866342649,28,102,73,154,-23.542215165217616,61.99870193485979,-38.45648676964217,0.0851063829787234,80,0.33755274261603374,9,25,22,33,-12.856592475928114,26.113942497357172,-13.257350021429058,0.1125,False,-572.25
barely_developed_loss,1D,trailing_giveback,ge,0.874697740561679,0.7,,,,,250,0.3037667071688943,21,109,43,98,-43.50448673735761,60.64861662842864,-17.144129891071024,0.084,52,0.21940928270042195,7,21,15,16,-4.205818374858236,12.926108732000513,-8.720290357142275,0.1346153846153846,False,-574.5
severe_mae_loss,1D,reliability_strategy_win,le,0.2739559235358578,0.2,,,,,173,0.21020656136087484,13,54,34,85,-39.53940370164617,60.004649642716984,-20.465245941070815,0.07514450867052024,131,0.5527426160337553,11,49,33,49,-70.93156876414848,93.05949024986428,-22.127921485715795,0.08396946564885496,False,-579.0
barely_developed_loss,1D,trailing_win_rate,ge,0.4868421052631579,0.8,,,,,169,0.20534629404617255,19,90,40,39,-24.03183868857216,37.18574092428561,-13.15390223571345,0.11242603550295859,58,0.24472573839662448,10,35,17,6,-33.92622265250298,40.400965509645616,-6.474742857142642,0.1724137931034483,False,-579.75
severe_mae_loss,1D,quality,le,0.7163555457730956,0.2,,,,,165,0.20048602673147023,18,85,47,33,-21.79776101357149,40.274063020714195,-18.476302007142717,0.10909090909090909,67,0.28270042194092826,6,34,21,12,-20.28831043821514,29.414020509643912,-9.125710071428765,0.08955223880597014,False,-580.0
barely_developed_loss,1D,stability,le,0.14975745898888393,0.4,,,,,337,0.4094775212636695,29,105,76,156,-25.969228050931047,65.24866467771653,-39.27943662678548,0.08605341246290801,85,0.35864978902953587,10,26,22,37,-11.678986499856656,25.057116557000008,-13.378130057143354,0.11764705882352941,False,-586.5
severe_mae_loss,1D,reliability_score,ge,0.22156966219986063,0.8,,,,,165,0.20048602673147023,14,93,35,37,-30.437635252857753,45.62632941714271,-15.188694164284968,0.08484848484848485,54,0.22784810126582278,6,30,13,11,-32.97091617857433,38.08644117857408,-5.115524999999748,0.1111111111111111,False,-588.75
barely_developed_loss,1D,expected_r,le,0.161674278018405,0.4,,,,,330,0.40097205346294046,28,100,72,158,-21.63121435450299,59.512486731288114,-37.88127237678512,0.08484848484848485,89,0.3755274261603376,9,28,22,39,-13.913642872713872,26.221561929857117,-12.307919057143248,0.10112359550561797,False,-590.75
barely_developed_loss,1D,trailing_win_rate,le,0.30716723549488056,0.4,,,,,332,0.40340218712029163,27,99,72,161,-34.02216831878976,73.2298698027172,-39.20770148392745,0.08132530120481928,92,0.3881856540084388,9,28,21,43,-31.602135589144645,45.51157339628901,-13.909437807144363,0.09782608695652174,False,-591.0
severe_mae_loss,1D,decision_hour,le,10.0,0.3,,,,,259,0.31470230862697446,7,88,42,129,-39.103320418358855,62.63373308657332,-23.530412668214474,0.02702702702702703,66,0.27848101265822783,2,24,11,31,-18.099575053428584,26.57706307485681,-8.47748802142822,0.030303030303030304,False,-592.25
severe_mae_loss,1D,reliability_score,le,-0.019076476753512116,0.4,,,,,329,0.3997569866342649,16,96,71,162,-26.693897393790103,65.16525202057514,-38.47135462678504,0.0486322188449848,87,0.3670886075949367,5,24,23,40,-11.975001749856977,27.524416771287285,-15.54941502143031,0.05747126436781609,False,-602.0
barely_developed_loss,1D,reliability_asset_strategy_mean_r,le,0.1569651527438252,0.4,,,,,329,0.3997569866342649,29,106,73,150,-23.823742050217405,61.76328098414529,-37.93953893392789,0.08814589665653495,79,0.3333333333333333,8,27,20,32,-16.313199493785394,28.084161372357237,-11.770961878571844,0.10126582278481013,False,-607.0
barely_developed_loss,1D,quality,ge,0.8148595874560972,0.7,,,,,247,0.3001215066828676,19,93,44,110,-51.1940438935739,75.98796043642996,-24.793916542856074,0.07692307692307693,73,0.3080168776371308,6,31,11,31,-43.155292892715124,54.19463574985923,-11.039342857144108,0.0821917808219178,False,-607.0
severe_mae_loss,1D,trailing_giveback,ge,0.874697740561679,0.7,,,,,250,0.3037667071688943,16,109,43,98,-43.50448673735761,60.64861662842864,-17.144129891071024,0.064,52,0.21940928270042195,4,21,15,16,-4.205818374858236,12.926108732000513,-8.720290357142275,0.07692307692307693,False,-607.5
severe_mae_loss,1D,trailing_win_rate,ge,0.4868421052631579,0.8,,,,,169,0.20534629404617255,17,90,40,39,-24.03183868857216,37.18574092428561,-13.15390223571345,0.10059171597633136,58,0.24472573839662448,6,35,17,6,-33.92622265250298,40.400965509645616,-6.474742857142642,0.10344827586206896,False,-609.75
barely_developed_loss,1D,rank_score,le,0.4137125336302984,0.4,,,,,329,0.3997569866342649,29,104,73,152,-28.112152183075015,65.25888916700266,-37.146736983927646,0.08814589665653495,106,0.4472573839662447,15,33,31,42,-17.15808089271497,35.21420594985878,-18.05612505714381,0.14150943396226415,False,-611.75
severe_mae_loss,1D,reliability_strategy_mean_r,ge,0.14673061446425303,0.7,,,,,272,0.330498177399757,6,112,46,114,-42.23318316785783,64.52836438214362,-22.295181214285787,0.022058823529411766,39,0.16455696202531644,2,16,4,19,-10.16669762857046,12.794661199999272,-2.627963571428813,0.05128205128205128,False,-623.75
barely_developed_loss,1D,reliability_asset_strategy_win,le,0.30492914979757085,0.4,,,,,331,0.402187120291616,27,96,69,166,-29.099951172361088,68.00775237057456,-38.90780119821348,0.08157099697885196,101,0.42616033755274263,9,34,21,46,-26.930412696288542,42.82309368200427,-15.892680985715733,0.0891089108910891,False,-629.0
barely_developed_loss,1D,reliability_asset_strategy_mean_r,ge,0.3494376818480413,0.7,,,,,247,0.3001215066828676,26,117,44,86,-49.72358682857197,69.79327347142872,-20.06968664285676,0.10526315789473684,58,0.24472573839662448,4,24,12,22,-35.04674067857414,40.6690049642886,-5.622264285714459,0.06896551724137931,False,-634.25
barely_developed_loss,1D,reliability_strategy_mean_r,le,0.10558505613350275,0.2,,,,,199,0.24179829890643986,23,105,55,39,-36.948018838572054,57.10948960999956,-20.161470771427513,0.11557788944723618,62,0.2616033755274262,10,35,19,8,-34.770932116788785,42.35694743821699,-7.586015321428209,0.16129032258064516,False,-636.25
severe_mae_loss,1D,quality,ge,0.8148595874560972,0.7,,,,,247,0.3001215066828676,13,93,44,110,-51.1940438935739,75.98796043642996,-24.793916542856074,0.05263157894736842,73,0.3080168776371308,4,31,11,31,-43.155292892715124,54.19463574985923,-11.039342857144108,0.0547945205479452,False,-637.0
severe_mae_loss,1D,reliability_expected_r,le,0.09587491488518873,0.4,,,,,329,0.3997569866342649,16,102,73,154,-23.542215165217616,61.99870193485979,-38.45648676964217,0.0486322188449848,80,0.33755274261603374,3,25,22,33,-12.856592475928114,26.113942497357172,-13.257350021429058,0.0375,False,-644.25
barely_developed_loss,1D,decision_hour,le,12.0,0.4,,,,,330,0.40097205346294046,23,110,56,164,-42.80563101964535,72.97451742357391,-30.16888640392858,0.0696969696969697,80,0.33755274261603374,6,26,14,40,-17.28656533914257,27.639864360571035,-10.353299021428471,0.075,False,-645.5
severe_mae_loss,1D,expected_r,le,0.161674278018405,0.4,,,,,330,0.40097205346294046,16,100,72,158,-21.63121435450299,59.512486731288114,-37.88127237678512,0.048484848484848485,89,0.3755274261603376,5,28,22,39,-13.913642872713872,26.221561929857117,-12.307919057143248,0.056179775280898875,False,-650.75
severe_mae_loss,1D,trailing_win_rate,le,0.30716723549488056,0.4,,,,,332,0.40340218712029163,15,99,72,161,-34.02216831878976,73.2298698027172,-39.20770148392745,0.045180722891566265,92,0.3881856540084388,5,28,21,43,-31.602135589144645,45.51157339628901,-13.909437807144363,0.05434782608695652,False,-651.0
barely_developed_loss,1D,rank_score,ge,0.5285471018002386,0.7,,,,,247,0.3001215066828676,25,121,44,82,-47.1904705428577,65.09717147142821,-17.906700928570512,0.10121457489878542,57,0.24050632911392406,7,26,13,18,-34.91293425000311,40.95092353571736,-6.037989285714237,0.12280701754385964,False,-651.0
severe_mae_loss,1D,reliability_asset_strategy_mean_r,ge,0.3494376818480413,0.7,,,,,247,0.3001215066828676,15,117,44,86,-49.72358682857197,69.79327347142872,-20.06968664285676,0.06072874493927125,58,0.24472573839662448,6,24,12,22,-35.04674067857414,40.6690049642886,-5.622264285714459,0.10344827586206896,False,-655.25
severe_mae_loss,1D,stability,le,0.14975745898888393,0.4,,,,,337,0.4094775212636695,16,105,76,156,-25.969228050931047,65.24866467771653,-39.27943662678548,0.04747774480712166,85,0.35864978902953587,5,26,22,37,-11.678986499856656,25.057116557000008,-13.378130057143354,0.058823529411764705,False,-655.5
severe_mae_loss,1D,reliability_strategy_mean_r,le,0.10558505613350275,0.2,,,,,199,0.24179829890643986,22,105,55,39,-36.948018838572054,57.10948960999956,-20.161470771427513,0.11055276381909548,62,0.2616033755274262,7,35,19,8,-34.770932116788785,42.35694743821699,-7.586015321428209,0.11290322580645161,False,-657.25
barely_developed_loss,1D,expected_r,ge,0.4014021000815497,0.7,,,,,249,0.3025516403402187,27,122,43,84,-50.09223832857161,69.0092963999993,-18.917058071427697,0.10843373493975904,51,0.21518987341772153,4,25,9,17,-35.114455678574,39.04720925000257,-3.932753571428568,0.0784313725490196,False,-658.0
barely_developed_loss,1D,reliability_expected_r,ge,0.21481947009822153,0.7,,,,,247,0.3001215066828676,25,119,43,85,-50.76079433214443,71.30513361785792,-20.544339285713505,0.10121457489878542,61,0.25738396624472576,5,27,12,22,-35.004452821431066,42.035963535717215,-7.031510714286147,0.08196721311475409,False,-664.0
barely_developed_loss,1D,reliability_win,le,0.28630674256749367,0.4,,,,,329,0.3997569866342649,26,100,68,161,-37.50380563664665,74.49504640628852,-36.99124076964188,0.0790273556231003,106,0.4472573839662447,11,38,23,45,-25.07859955342988,41.587812789145644,-16.50921323571575,0.10377358490566038,False,-668.75
barely_developed_loss,1D,quality,le,0.7296018613408477,0.3,,,,,247,0.3001215066828676,29,107,67,73,-24.608658520717363,54.889805599288124,-30.281147078570765,0.11740890688259109,84,0.35443037974683544,14,42,27,15,-22.923451027501965,35.618034956073686,-12.694583928571719,0.16666666666666666,False,-675.75
severe_mae_loss,1D,reliability_asset_strategy_mean_r,le,0.1569651527438252,0.4,,,,,329,0.3997569866342649,16,106,73,150,-23.823742050217405,61.76328098414529,-37.93953893392789,0.0486322188449848,79,0.3333333333333333,3,27,20,32,-16.313199493785394,28.084161372357237,-11.770961878571844,0.0379746835443038,False,-676.0
severe_mae_loss,1D,rank_score,le,0.4137125336302984,0.4,,,,,329,0.3997569866342649,19,104,73,152,-28.112152183075015,65.25888916700266,-37.146736983927646,0.057750759878419454,106,0.4472573839662447,8,33,31,42,-17.15808089271497,35.21420594985878,-18.05612505714381,0.07547169811320754,False,-683.75
severe_mae_loss,1D,rank_score,ge,0.5285471018002386,0.7,,,,,247,0.3001215066828676,16,121,44,82,-47.1904705428577,65.09717147142821,-17.906700928570512,0.06477732793522267,57,0.24050632911392406,6,26,13,18,-34.91293425000311,40.95092353571736,-6.037989285714237,0.10526315789473684,False,-684.0
severe_mae_loss,1D,reliability_expected_r,ge,0.21481947009822153,0.7,,,,,247,0.3001215066828676,14,119,43,85,-50.76079433214443,71.30513361785792,-20.544339285713505,0.05668016194331984,61,0.25738396624472576,7,27,12,22,-35.004452821431066,42.035963535717215,-7.031510714286147,0.11475409836065574,False,-685.0
severe_mae_loss,1D,expected_r,ge,0.4014021000815497,0.7,,,,,249,0.3025516403402187,15,122,43,84,-50.09223832857161,69.0092963999993,-18.917058071427697,0.060240963855421686,51,0.21518987341772153,5,25,9,17,-35.114455678574,39.04720925000257,-3.932753571428568,0.09803921568627451,False,-688.0
severe_mae_loss,1D,reliability_asset_strategy_win,le,0.30492914979757085,0.4,,,,,331,0.402187120291616,16,96,69,166,-29.099951172361088,68.00775237057456,-38.90780119821348,0.04833836858006042,101,0.42616033755274263,4,34,21,46,-26.930412696288542,42.82309368200427,-15.892680985715733,0.039603960396039604,False,-692.0
severe_mae_loss,1D,decision_hour,le,12.0,0.4,,,,,330,0.40097205346294046,13,110,56,164,-42.80563101964535,72.97451742357391,-30.16888640392858,0.03939393939393939,80,0.33755274261603374,3,26,14,40,-17.28656533914257,27.639864360571035,-10.353299021428471,0.0375,False,-693.5
barely_developed_loss,1D,reliability_strategy_win,ge,0.311195133979944,0.8,,,,,192,0.2332928311057108,19,107,44,41,-37.34423187071589,53.22839817785835,-15.884166307142468,0.09895833333333333,75,0.31645569620253167,10,40,16,19,-20.1535177810708,27.61197063821337,-7.458452857142571,0.13333333333333333,False,-697.75
barely_developed_loss,1D,stability,ge,0.33721788339599695,0.7,,,,,248,0.30133657351154314,22,127,39,82,-50.76489754285782,65.7880556142855,-15.023158071427687,0.08870967741935484,58,0.24472573839662448,6,29,13,16,-36.300713535716895,41.44580996428793,-5.145096428571035,0.10344827586206896,False,-714.5
barely_developed_loss,1D,reliability_strategy_mean_r,le,0.10821210379473341,0.3,,,,,273,0.33171324422843257,29,126,68,79,-50.51691572292836,79.73953013042735,-29.222614407498988,0.10622710622710622,62,0.2616033755274262,10,35,19,8,-34.770932116788785,42.35694743821699,-7.586015321428209,0.16129032258064516,False,-720.75
barely_developed_loss,1D,reliability_strategy_win,le,0.27726995734308346,0.3,,,,,277,0.33657351154313486,22,96,52,129,-60.60742943021769,89.38151572843151,-28.774086298213813,0.07942238267148015,132,0.5569620253164557,15,49,33,50,-70.93156876414848,93.05949024986428,-22.127921485715795,0.11363636363636363,False,-722.25
severe_mae_loss,1D,reliability_win,le,0.28630674256749367,0.4,,,,,329,0.3997569866342649,17,100,68,161,-37.50380563664665,74.49504640628852,-36.99124076964188,0.05167173252279635,106,0.4472573839662447,5,38,23,45,-25.07859955342988,41.587812789145644,-16.50921323571575,0.04716981132075472,False,-731.75
severe_mae_loss,1D,quality,le,0.7296018613408477,0.3,,,,,247,0.3001215066828676,24,107,67,73,-24.608658520717363,54.889805599288124,-30.281147078570765,0.09716599190283401,84,0.35443037974683544,7,42,27,15,-22.923451027501965,35.618034956073686,-12.694583928571719,0.08333333333333333,False,-732.75
barely_developed_loss,1D,reliability_score,ge,0.18421042163583867,0.7,,,,,247,0.3001215066828676,27,126,47,74,-47.822608645714936,67.44882423857179,-19.626215592856852,0.10931174089068826,64,0.270042194092827,8,35,14,15,-35.61935155143141,41.05178369428832,-5.432432142856919,0.125,False,-732.75
severe_mae_loss,1D,reliability_strategy_win,ge,0.311195133979944,0.8,,,,,192,0.2332928311057108,17,107,44,41,-37.34423187071589,53.22839817785835,-15.884166307142468,0.08854166666666667,75,0.31645569620253167,5,40,16,19,-20.1535177810708,27.61197063821337,-7.458452857142571,0.06666666666666667,False,-733.75
barely_developed_loss,1D,decision_hour,ge,21.0,0.8,,,,,208,0.25273390036452004,26,117,55,36,-46.755588810001456,70.73899340285696,-23.983404592855504,0.125,72,0.3037974683544304,12,44,20,8,-60.28345542857646,69.84972685714786,-9.566271428571405,0.16666666666666666,False,-740.0
barely_developed_loss,1D,decision_hour,ge,21.0,0.9,,,,,208,0.25273390036452004,26,117,55,36,-46.755588810001456,70.73899340285696,-23.983404592855504,0.125,72,0.3037974683544304,12,44,20,8,-60.28345542857646,69.84972685714786,-9.566271428571405,0.16666666666666666,False,-740.0
severe_mae_loss,1D,stability,ge,0.33721788339599695,0.7,,,,,248,0.30133657351154314,14,127,39,82,-50.76489754285782,65.7880556142855,-15.023158071427687,0.056451612903225805,58,0.24472573839662448,5,29,13,16,-36.300713535716895,41.44580996428793,-5.145096428571035,0.08620689655172414,False,-744.5
barely_developed_loss,1D,trailing_giveback,ge,0.8646121882926417,0.6,,,,,329,0.3997569866342649,27,145,55,129,-73.15837674450253,97.197213349858,-24.038836605355463,0.08206686930091185,74,0.31223628691983124,10,26,21,27,-10.219332960572222,22.16014016057162,-11.940807199999398,0.13513513513513514,False,-747.75
severe_mae_loss,1D,reliability_strategy_mean_r,le,0.10821210379473341,0.3,,,,,273,0.33171324422843257,26,126,68,79,-50.51691572292836,79.73953013042735,-29.222614407498988,0.09523809523809523,62,0.2616033755274262,7,35,19,8,-34.770932116788785,42.35694743821699,-7.586015321428209,0.11290322580645161,False,-747.75
barely_developed_loss,1D,reliability_strategy_win,ge,0.3100295778435063,0.7,,,,,258,0.3134872417982989,29,124,60,74,-37.63109833500074,63.43569692785771,-25.804598592856962,0.1124031007751938,75,0.31645569620253167,10,40,16,19,-20.1535177810708,27.61197063821337,-7.458452857142571,0.13333333333333333,False,-752.25
barely_developed_loss,1D,trailing_giveback,le,0.8420790231420375,0.3,,,,,249,0.3025516403402187,23,98,61,90,-28.45642329214226,58.50476913499984,-30.04834584285758,0.09236947791164658,102,0.43037974683544306,11,52,24,26,-76.05547008464863,89.09682247750683,-13.041352392858219,0.10784313725490197,False,-760.75
severe_mae_loss,1D,reliability_strategy_win,le,0.27726995734308346,0.3,,,,,277,0.33657351154313486,17,96,52,129,-60.60742943021769,89.38151572843151,-28.774086298213813,0.061371841155234655,132,0.5569620253164557,11,49,33,50,-70.93156876414848,93.05949024986428,-22.127921485715795,0.08333333333333333,False,-761.25
severe_mae_loss,1D,decision_hour,ge,21.0,0.8,,,,,208,0.25273390036452004,24,117,55,36,-46.755588810001456,70.73899340285696,-23.983404592855504,0.11538461538461539,72,0.3037974683544304,8,44,20,8,-60.28345542857646,69.84972685714786,-9.566271428571405,0.1111111111111111,False,-770.0
severe_mae_loss,1D,decision_hour,ge,21.0,0.9,,,,,208,0.25273390036452004,24,117,55,36,-46.755588810001456,70.73899340285696,-23.983404592855504,0.11538461538461539,72,0.3037974683544304,8,44,20,8,-60.28345542857646,69.84972685714786,-9.566271428571405,0.1111111111111111,False,-770.0
severe_mae_loss,1D,reliability_score,ge,0.18421042163583867,0.7,,,,,247,0.3001215066828676,18,126,47,74,-47.822608645714936,67.44882423857179,-19.626215592856852,0.0728744939271255,64,0.270042194092827,6,35,14,15,-35.61935155143141,41.05178369428832,-5.432432142856919,0.09375,False,-771.75
barely_developed_loss,1D,reliability_strategy_win,le,0.2792262732483457,0.4,,,,,329,0.3997569866342649,28,112,66,151,-63.01432473307573,99.85866335271729,-36.84433861964154,0.0851063829787234,132,0.5569620253164557,15,49,33,50,-70.93156876414848,93.05949024986428,-22.127921485715795,0.11363636363636363,False,-781.25
barely_developed_loss,1D,reliability_expected_r,le,0.11973611964320728,0.5,,,,,413,0.5018226002430134,38,135,96,182,-33.651044182361645,82.62086397343201,-48.96981979107038,0.09200968523002422,114,0.4810126582278481,14,39,28,47,-23.31427786664234,40.45446078092983,-17.140182914287486,0.12280701754385964,False,-785.75
severe_mae_loss,1D,trailing_giveback,ge,0.8646121882926417,0.6,,,,,329,0.3997569866342649,21,145,55,129,-73.15837674450253,97.197213349858,-24.038836605355463,0.06382978723404255,74,0.31223628691983124,5,26,21,27,-10.219332960572222,22.16014016057162,-11.940807199999398,0.06756756756756757,False,-795.75
barely_developed_loss,1D,reliability_win,ge,0.34629591770185414,0.7,,,,,247,0.3001215066828676,22,132,49,66,-44.00692308857223,61.40965475285752,-17.402731664285287,0.08906882591093117,72,0.3037974683544304,11,40,18,14,-40.19737943821645,47.919872295359355,-7.7224928571429015,0.1527777777777778,False,-795.75
barely_developed_loss,1D,trailing_win_rate,ge,0.4057971014492754,0.7,,,,,255,0.30984204131227217,24,131,49,75,-41.13433026000066,59.35647306714289,-18.22214280714223,0.09411764705882353,71,0.29957805907172996,10,41,17,13,-41.035758723931146,47.51050158107379,-6.474742857142642,0.14084507042253522,False,-801.5
barely_developed_loss,1D,reliability_score,le,0.017944480852766842,0.5,,,,,412,0.5006075334143378,36,130,91,191,-46.777527579503996,96.58234249200277,-49.80481491249877,0.08737864077669903,123,0.5189873417721519,13,42,28,53,-28.860977535572953,47.818382235574504,-18.957404700001547,0.10569105691056911,False,-803.75
severe_mae_loss,1D,trailing_giveback,le,0.8420790231420375,0.3,,,,,249,0.3025516403402187,15,98,61,90,-28.45642329214226,58.50476913499984,-30.04834584285758,0.060240963855421686,102,0.43037974683544306,7,52,24,26,-76.05547008464863,89.09682247750683,-13.041352392858219,0.06862745098039216,False,-808.75
severe_mae_loss,1D,reliability_strategy_win,ge,0.3100295778435063,0.7,,,,,258,0.3134872417982989,19,124,60,74,-37.63109833500074,63.43569692785771,-25.804598592856962,0.07364341085271318,75,0.31645569620253167,5,40,16,19,-20.1535177810708,27.61197063821337,-7.458452857142571,0.06666666666666667,False,-812.25
barely_developed_loss,1D,trailing_win_rate,le,0.32545931758530183,0.5,,,,,412,0.5006075334143378,33,133,87,192,-56.46892046164716,104.12069880271717,-47.65177834107002,0.08009708737864078,125,0.5274261603375527,13,41,31,53,-44.9079609641459,64.78700852129025,-19.87904755714435,0.104,False,-817.25
